User,Tweets,Tweets_with_Emoji,Race
29749684,23,14,white
477876549,113,3,black
62473600,1506,311,white
401626553,488,144,white
319774451,674,208,white
15222358,71,2,white
196747585,64,1,white
17951416,233,6,black
59759219,382,23,white
35445779,29,1,black
786099177206022144,55,20,white
601441002,537,380,white
19446820,109,7,white
21871101,255,58,white
38524502,121,18,white
291412830,125,10,white
87926195,21,2,white
1924256132,159,58,white
218481662,25,3,white
27344190,245,106,white
360485869,71,53,white
120686394,93,6,white
221661816,140,17,white
234221311,90,1,black
1106824921,665,4,white
34382714,188,2,white
61291778,1835,37,white
125368540,76,35,black
476621132,91,56,white
216402294,53,11,black
849109190,836,65,white
20212104,385,3,white
1511272429,15,3,white
231723376,698,267,asian
260738543,118,12,white
392966927,66,6,white
477802917,584,12,white
34357437,154,60,white
401297065,105,59,white
517941352,155,47,white
1575840926,2564,6,black
20105619,477,122,white
3413435363,53,1,black
14394944,50,2,white
20079982,535,341,white
2754960003,54,17,white
102769043,13,1,white
295040164,135,112,white
19347968,336,15,white
714236421,12,8,white
1547011106,104,23,black
27906657,83,5,white
53152623,47,25,white
2629986016,30,5,black
185253578,126,51,black
399106751,251,25,white
139243736,383,179,black
36552171,46,2,black
332687113,28,9,black
17513131,161,2,white
1257142784,49,2,white
21114923,21,3,white
308632375,134,34,white
2440289227,20,6,white
1436715540,251,68,black
2823582652,48,27,white
1469402010,47,8,white
483917224,120,26,black
116263146,33,10,white
32983034,50,2,white
166573271,1621,133,white
45227179,1012,127,black
2875742098,634,8,white
364398573,1241,229,white
2177206523,565,24,black
325729029,47,25,white
132634307,621,2,white
415325825,1764,175,asian
721060418,369,24,black
84811398,37,23,white
20787862,20,7,white
191007924,64,5,hispanic
7820222,13,3,white
290017216,84,53,black
1965294247,289,223,black
20398402,144,25,white
103256939,12,7,black
93440046,95,3,white
901394737,186,97,white
1267469887,28,6,white
431968702,206,52,white
304856046,77,1,white
40880746,39,25,white
2296584721,155,29,white
563097840,513,226,black
171751426,425,48,black
158080067,185,37,white
27923296,122,78,black
611947927,91,5,white
701423327,9,3,white
798762324,145,94,black
610969244,1042,39,white
253687652,13,5,white
20182197,676,177,white
390260900,417,61,white
261110699,20,3,white
805725925,19,17,white
813283549906423810,405,107,white
233726003,151,17,white
314451700,6,1,white
145580842,172,2,white
972038205964017664,179,47,black
1679395549,24,5,white
484948942,10,2,white
610925683,103,12,white
849541508,380,322,white
424452078,47,3,white
361278943,97,30,white
58432995,84,18,white
40859781,294,100,white
244038366,447,70,white
60574773,29,1,white
29259728,39,3,white
22620792,37,12,white
571043661,8,2,black
305271677,22,7,black
3012560963,18,1,black
193651518,61,35,white
1289453659,299,56,white
18715834,110,22,white
3005376135,15,4,white
200069108,144,77,black
237481465,13,7,black
61516691,121,17,white
437501534,2100,1679,white
262327511,20,19,white
24215689,139,6,white
41894652,63,40,white
52754479,28,4,white
870392234205642756,214,49,white
632204127,87,15,white
556940542,167,20,white
787296072,249,9,white
38830867,98,1,white
15197262,42,6,white
372689197,175,1,white
722482232,17,5,hispanic
1439510700,22,17,white
21195870,208,153,white
2525162968,141,72,white
1540689146,481,292,black
85660987,106,6,white
221844841,138,15,white
21902130,891,329,white
190752227,2225,1171,black
24234737,1228,24,white
20935949,342,119,white
1598493702,17,1,white
104386013,172,76,hispanic
589124761,101,20,white
37974970,175,25,white
578880197,22,7,hispanic
31146266,296,189,white
20437261,10,5,white
15278652,230,15,white
1951331905,82,2,white
846100110895452162,45,36,white
846803808210632704,118,42,white
557014525,18,2,white
67070346,121,32,white
3243888064,549,9,white
18905553,75,12,white
19597769,1161,2,white
307399875,73,48,white
286925593,95,29,black
2958720351,324,105,white
61765458,142,42,white
20999347,60,30,white
1905131023,148,76,white
115092420,650,5,white
95433433,516,336,black
872446807330230273,149,7,white
23969402,268,89,white
746859158,73,18,white
3008012006,2641,771,white
214901884,80,11,white
350259086,494,37,black
35717474,62,11,white
997164241,24,9,white
298123306,157,7,white
83247196,385,102,white
2523901757,66,10,white
726208304,774,5,white
67174701,16,8,white
49763896,924,60,white
32358547,51,2,white
1671421386,118,75,asian
2211150652,302,43,white
964512265209749504,20,3,white
3857200335,17,4,white
20918583,49,28,white
52731862,18,1,white
272348818,35,8,white
454830861,79,2,white
2344890601,86,58,white
314148427,108,13,black
566232914,46,39,white
287877696,55,37,black
351094548,2684,94,white
5839122,704,19,white
16096395,201,40,white
422178637,35,4,white
3608736557,91,41,white
523757040,33,9,white
1670191754,1463,65,white
2916362237,155,105,black
2212842119,40,10,white
2367114240,49,4,black
115136255,26,18,white
980872359212208128,1,1,white
389603224,2,2,black
2325743108,113,18,white
2796267991,69,10,white
45700959,534,16,white
19534873,508,7,white
92501566,168,1,white
1227244422,38,1,white
448648937,173,16,white
391570715,25,1,white
16681228,307,26,white
716052218,50,37,white
267349424,513,259,white
2281049958,175,27,white
937604486,204,47,black
281739783,495,5,white
1055665741,597,38,black
1267979168,31,12,white
242884732,232,1,white
293140121,311,169,black
441175458,13,1,white
19568190,394,38,white
157067102,1672,744,black
19905143,1767,2,white
45959846,171,77,black
2878242790,512,28,white
501115199,5,1,black
1054692264,134,5,white
211811323,832,2,white
13212322,39,1,white
803083086,1145,1,white
616234182,330,94,hispanic
910446147822551040,111,6,white
562206662,70,56,black
50974426,470,50,white
153346091,372,11,white
90355210,767,677,white
2215301,81,26,white
193379582,63,50,white
19679719,109,26,white
46506845,36,2,white
2872143521,58,5,white
942263682633027584,121,35,black
2554963741,101,63,white
1642903302,68,34,white
285581846,92,18,white
26626813,227,115,white
1720039616,309,95,white
92947297,416,11,white
150820462,2448,1646,white
352222003,139,1,white
794816696,19,8,white
433963327,252,39,white
422753814,173,34,black
110403513,25,4,white
1511441298,27,4,white
48049477,260,43,white
3187788725,145,44,asian
131996072,118,58,white
431138602,31,3,black
219354632,287,47,white
20515529,253,29,white
16281307,466,6,white
72298283,12,1,black
154653828,296,73,white
51725632,66,2,black
205738195,54,10,white
3395514071,135,49,white
875666268858306561,1360,67,asian
20777983,9,1,white
3064480222,225,6,white
1316363532,1,1,black
2908348775,131,6,black
71196006,5,2,white
15262978,440,20,white
1671378488,130,94,black
27295252,7,4,white
272678397,89,11,white
177992320,1132,476,black
2821510355,62,11,white
1907475966,52,29,black
759455870,415,114,asian
484903035,65,46,white
56351436,25,4,white
320144218,1014,76,asian
17632207,90,41,black
1852816680,1497,14,white
45224979,125,42,white
236882216,31,12,white
137817766,86,14,white
421902533,401,195,white
2382160993,771,373,black
1923333570,155,21,white
17705876,171,17,white
591407005,56,5,black
33616395,34,7,white
39773460,392,30,white
19902151,689,20,white
85953988,390,3,white
26024863,328,22,white
138704582,199,89,black
141012888,185,33,white
87183917,127,5,white
2914571266,1324,50,white
22397098,40,4,white
221936932,7,5,white
40548023,930,686,white
115166894,61,13,white
427577371,596,102,white
281560523,21,12,white
55364104,15,2,white
558149568,103,21,black
315887063,112,20,white
1506961050,43,1,white
761444940559687680,14,9,white
237854755,299,110,white
43343377,396,28,white
146777237,162,48,white
215233836,47,3,white
221444942,566,187,black
85359432,858,172,white
779302,24,3,white
216072292,292,74,white
3333718936,102,25,black
57678854,60,6,white
30742543,216,11,white
345380626,25,8,white
258902492,102,35,white
386102917,470,188,white
431028143,301,66,white
63260765,345,206,black
174612192,656,23,white
2259825321,446,230,black
24515479,208,192,white
48576231,104,33,white
52426493,83,19,black
58562365,9,3,white
295849711,676,6,black
720920022,16,10,black
32441788,152,2,white
130496901,345,219,black
223871481,497,226,black
98909421,237,38,white
859750307294838786,21,2,white
22158924,43,8,white
480334538,186,51,white
2691277799,56,11,white
2539743112,37,1,white
245841599,601,161,white
260191033,144,35,white
948472212,50,6,white
2180366869,198,7,white
87006565,220,12,white
1390320320,15,2,white
149721898,162,46,black
54854230,523,24,white
806765912,398,51,white
406194941,76,1,white
246897780,176,78,white
45023328,1,1,white
15632759,2487,5,black
141246408,59,4,white
325627899,420,322,black
55928299,106,15,white
187952617,1006,141,white
60117102,133,44,black
17869681,51,2,white
40510244,168,53,white
279783610,221,93,white
20473621,154,21,white
24038797,727,2,white
227089149,145,15,white
2257515997,147,11,white
843077083718995968,61,25,black
6589322,503,47,white
880875872,90,5,white
214522503,260,9,white
924534715864010752,293,25,asian
749275394277335040,88,4,white
155591314,103,2,white
718905197142142977,29,6,black
4175171057,29,24,white
1026619830,171,38,white
1342087675,10,8,white
89208678,190,1,white
1052984678,3,1,black
313951298,417,3,white
202321507,116,14,white
434876584,115,8,black
385509400,68,35,white
500610777,14,1,black
484031783,58,7,white
156940645,512,26,white
23670524,122,26,white
39988206,150,2,white
81083437,842,203,black
129584508,18,5,black
2760462689,157,46,white
22707755,140,7,white
752470511507087360,612,323,white
93649362,12,3,white
263835828,376,50,hispanic
764472328478752769,64,27,white
568306916,6,3,white
63755826,16,4,white
323137822,49,2,black
733424569,156,115,white
1288248103,662,65,black
18722176,56,9,white
42601159,53,37,white
263885700,293,25,white
552722032,251,5,white
35281002,18,8,white
32338228,999,169,white
20206622,38,2,white
87398075,160,30,white
21777547,378,67,white
515932389,115,27,white
283754505,101,11,white
302517823,89,36,white
9711762,151,57,white
29417058,814,98,white
773902338541092864,2249,421,black
41347963,433,67,hispanic
24146100,147,9,white
780717750264049664,212,116,black
634508922,309,74,white
20142128,119,14,white
157300762,222,77,black
345356156,16,1,white
28879989,337,139,black
1361742486,15,4,white
28669144,517,115,black
2266378466,3,1,black
948633295,94,23,black
21799391,962,24,white
133405194,19,7,white
113440262,51,7,white
415621486,98,11,white
22617447,54,18,white
35871476,67,3,white
57282557,82,45,white
789242920528470020,26,3,white
288842227,19,4,white
18693184,59,3,hispanic
340599844,85,5,white
255173744,235,38,black
391083607,467,22,white
38690010,171,6,white
358265214,27,3,white
367345369,68,2,white
760306704,117,41,white
312097015,5,2,white
92046189,1182,165,white
15978859,161,25,white
2635335441,171,98,white
199382540,1214,146,white
15125843,37,2,white
518724613,14,9,black
23229625,195,7,white
401635808,103,33,white
389613723,132,16,white
22193875,1402,849,white
1918200751,37,8,white
315479605,41,30,black
356883908,553,146,white
957031142548492289,2766,8,white
373392846,42,2,white
1127998866,193,134,black
19068942,73,1,white
303767480,845,57,white
604473679,18,7,black
486577964,675,103,white
2841104411,49,34,black
1121389374,25,14,asian
19688056,64,9,white
74403835,178,50,white
2797943921,324,82,white
183775879,152,54,black
1537060596,94,26,white
301536765,12,3,white
35827205,38,2,white
256116335,92,6,white
339745533,15,1,white
2890859344,22,1,white
29188330,235,85,white
17580326,2829,186,white
96578536,951,195,black
20214209,2097,29,white
877248537507098626,877,372,white
24871778,1840,1684,white
2706506703,23,5,white
847208059,1711,845,white
1243503134,904,7,white
100821970,5,2,black
21364349,335,65,white
1449064454,66,27,black
213416375,227,4,white
277169568,623,46,white
25717243,246,149,white
53733,66,6,white
245913388,21,1,white
16042506,280,179,white
23093971,276,24,white
282941833,37,8,white
61002818,218,3,white
429921441,378,8,white
59412124,60,20,black
1596052296,11,4,white
39738869,131,3,white
491387931,17,6,white
341158936,17,4,white
78327459,12,3,white
283651897,46,16,white
337711946,33,1,white
1159786080,120,40,asian
2469648354,916,109,white
488805620,164,70,black
2802039187,220,4,white
274594483,186,55,black
2791212467,41,2,black
928324575804510208,17,1,asian
43846702,2717,976,white
1703173951,215,92,white
418854900,239,37,black
379119491,51,3,white
100312456,150,118,black
64968855,20,3,white
189102208,67,11,white
2877298012,490,8,white
3039424455,30,7,white
103131134,1077,8,white
281962688,384,85,white
19986034,77,34,white
485076405,296,116,black
173836925,296,107,white
275082013,244,128,white
21128662,37,12,white
280953608,92,32,white
2183734101,21,7,white
190586594,339,10,white
926919534967246848,42,3,white
430151466,75,34,white
602738945,1382,179,white
1952694714,928,5,white
249315893,30,15,white
2340172555,239,42,white
1208951,591,29,white
20872790,96,3,white
37193391,1003,325,asian
85463846,720,19,white
2689756046,487,143,asian
478825847,165,67,white
80598864,48,34,white
472062402,127,6,white
212321938,116,24,white
1085630083,105,30,white
187990560,166,8,white
123632195,139,1,white
348736722,57,20,white
27203725,283,1,white
181267332,35,21,white
2443233653,556,161,black
23604839,34,1,white
99713156,76,6,white
3374619143,61,13,white
20172072,93,15,white
311545855,22,14,black
27329763,236,174,white
33868458,97,6,white
268441491,1161,227,white
94539669,55,16,white
91805705,61,1,white
278251159,44,17,white
236121469,102,54,white
871520659,215,29,white
271520067,1079,144,black
565690399,169,13,white
185467651,28,23,black
211659549,1114,284,white
116679170,51,31,white
323385989,50,3,white
938611369,245,19,white
979192002,583,19,white
904803052129067009,262,4,white
51744892,114,39,white
635701886,260,11,white
213323462,76,2,white
466475899,19,1,white
2974801439,74,6,black
299233181,88,54,white
317305134,67,24,white
940467591914672134,122,3,white
71519916,110,4,black
202815437,12,1,hispanic
2217739698,158,3,white
247472082,559,331,white
94424838,157,45,white
1558313196,4,2,black
2843944164,403,24,white
20403996,32,2,white
80327931,15,4,white
1566682519,2971,900,black
93419198,1155,91,white
112138476,86,1,white
66322503,906,80,white
2539588717,347,77,black
260166478,472,405,white
45127876,770,80,white
20003976,17,3,white
222279535,14,12,white
1131317989,412,217,black
237633907,1590,204,black
826828417,20,1,white
18946907,52,11,white
376953762,3167,1313,white
147525226,14,4,white
950317720582705153,110,70,white
17716862,14,2,white
2788729917,266,14,white
40635437,198,10,white
351200210,231,4,white
1654822129,11,7,black
1304950033,98,5,black
50244718,89,25,white
84911687,119,2,white
702820312,177,50,white
27494226,171,10,white
1690586443,77,10,white
32391079,53,10,white
1554156949,325,18,white
86758336,506,132,white
287623582,359,85,white
1377019194,25,12,white
1035701065,73,27,white
368912564,269,215,white
483029934,30,1,white
1399274906,37,7,white
2865093744,204,41,white
2938916781,133,13,white
387771643,1045,43,white
14786966,161,20,white
522426882,10,2,white
124767274,216,48,white
848125508453838848,31,10,asian
87027945,214,16,white
2842592122,45,13,white
709366704,7,1,black
7881852,908,4,white
21388840,168,115,white
49047693,184,84,white
152335029,993,135,black
211966827,63,6,black
38934628,20,4,white
125512917,1,1,white
796370652,66,9,white
19294241,1400,62,white
446972586,49,18,white
253724064,921,376,white
364531969,118,33,black
551790790,24,9,white
267261858,191,15,white
84583235,12,4,white
4735315216,18,1,white
588480080,33,22,black
790349141339697152,1,1,black
44421974,71,2,white
152200016,321,85,white
20243829,37,1,white
38501273,378,48,white
1045626649,40,3,white
1631174048,11,6,black
884093605,39,15,white
39712588,114,64,white
303113342,353,14,white
911118156,246,56,white
307564259,1403,527,white
71623253,3,1,black
30862798,37,3,white
97740847,29,9,white
3345995122,28,22,white
297865317,14,3,white
340501605,34,17,white
20839257,49,11,white
1311684632,96,1,white
59089865,70,16,white
3332737186,221,61,white
887009239591473153,398,96,black
211809451,180,58,white
370158807,459,46,white
18282606,46,1,white
372245550,157,58,white
390767085,16,4,white
779031769991577600,216,47,black
16559807,200,3,white
41384673,77,44,white
19909706,275,18,white
19669893,48,12,white
201009870,590,55,white
96751107,230,12,white
293440468,14,10,black
59213250,322,45,white
31344798,615,114,white
82661635,94,16,white
61911530,171,105,white
19917912,269,24,white
294215708,446,128,white
34892269,144,31,white
56342534,145,35,white
963743219824693250,51,11,white
177483485,2,2,white
1527369786,55,1,white
45929373,87,31,white
396126799,3,2,black
132161773,70,31,white
152792193,111,16,white
410694885,164,38,black
231951598,1319,241,black
19334241,72,1,white
60077526,57,3,white
1958795028,170,104,white
282639997,266,78,black
849682620787171329,436,286,black
70418763,46,3,black
831509370290704386,3,2,white
241681777,27,25,black
31718915,131,16,white
2202394814,172,43,white
2900668864,10,2,white
75046219,92,3,black
1711322616,66,27,black
182799984,70,10,black
20528306,213,12,white
140125432,204,133,white
19062754,372,37,white
4294636455,95,13,white
963479600759279616,1146,448,white
95553167,135,52,white
771123456670916608,353,201,black
232293208,987,176,white
78430124,56,10,white
24903817,68,20,white
1893586645,396,39,white
334223852,142,83,black
719047732476948480,1135,2,white
14360501,272,1,white
1464950454,51,14,white
578266875,375,12,white
16805968,41,30,black
54925959,66,14,white
426702877,521,72,white
298431835,191,117,black
399515171,302,47,white
488895706,65,47,black
2587304269,163,54,black
111938598,227,26,asian
20023569,2810,619,white
912758551,168,54,white
1504212866,242,2,white
2422083498,82,2,white
207242650,32,7,white
2909190963,371,125,black
19764791,352,288,white
29701320,167,7,white
109968422,2,1,white
91874979,473,34,white
413002096,42,2,black
2766666517,829,244,white
98234394,79,28,white
4475461696,22,7,white
306330766,260,23,black
88807987,60,32,white
159888958,287,1,white
3873920003,87,3,white
28474317,138,32,white
130268984,78,22,white
74757802,84,42,black
123937831,75,40,white
106274365,411,27,black
220986929,47,23,white
21705794,805,398,white
855487831,82,14,white
32350080,279,37,white
84942588,340,159,white
394103606,733,30,white
319553063,195,7,white
829846765704712194,56,25,white
121759037,17,2,white
2408408939,57,4,white
1406300630,1,1,white
397637912,15,2,white
4905627886,144,4,black
73774601,223,71,black
118208389,377,38,white
731553586975539201,207,57,black
17761796,20,1,white
61907085,8,4,black
183834381,2,2,black
124126198,143,5,white
275223800,115,47,white
1035949381,121,4,black
870728687364296705,206,67,white
105573706,1999,184,white
409883252,813,1,black
132527430,1191,76,white
75320259,89,39,white
898338569437274116,384,6,white
204263065,24,1,white
2536051800,71,19,black
851891867734208513,65,4,white
45410236,202,22,white
1465361934,39,1,white
2348710458,98,28,white
21581470,170,16,white
237849375,17,15,white
234836745,194,4,white
2827774618,231,54,white
187153856,87,36,white
341361374,464,147,white
329409320,5,2,white
430932663,87,26,white
66752083,657,381,black
1252691288,690,3,white
145611572,237,6,white
92596530,101,11,white
19784052,101,6,white
1604321196,109,21,white
54234025,1472,53,white
466690179,171,76,white
75766188,98,4,white
24278992,126,1,white
260452151,33,19,black
353224077,183,104,hispanic
1964737778,47,6,white
53006531,110,11,white
81868984,224,50,white
303109556,87,10,white
624727136,53,20,white
400966827,24,14,white
932239832562192386,19,12,white
239029917,132,50,black
759948283,69,37,black
24591473,231,57,white
601263640,235,178,white
18668473,40,3,white
954087893630357504,8,3,white
19945821,79,44,white
393923909,42,13,white
30184528,830,229,white
42191918,130,27,black
232008128,117,26,black
24543834,1071,203,black
22959437,329,112,white
370379009,345,98,white
335325288,117,6,white
182788745,8,2,white
892868464498618369,911,270,black
242891597,187,56,white
852198650721837057,4,2,black
356963012,6,2,white
3388331092,854,42,white
765644999899897861,17,7,white
3945120017,33,4,white
282813552,265,215,white
103003698,1121,142,asian
20634573,38,4,white
77777152,229,69,white
73359244,25,11,white
811383415,467,106,white
338413938,61,13,white
24164464,400,33,white
515752070,99,45,black
176412636,43,27,white
547998795,6,1,black
200135455,23,4,white
731633467,42,7,black
59268562,193,32,white
205718684,1952,353,white
29059011,113,10,white
50616489,217,32,black
2811277097,323,67,white
137716916,101,17,white
74412338,48,35,black
1671647839,12,4,black
2673350051,86,12,white
1647573157,1670,28,white
1526079151,85,42,white
1011029780,27,10,black
52150587,74,51,black
151312622,127,23,white
1282915350,801,212,white
51523754,103,2,white
444999079,50,2,white
462084025,480,62,white
925051260243464192,217,41,white
28308082,1175,134,white
868591188,945,152,white
160948785,450,5,white
54328584,1177,625,black
23425266,180,7,white
146633736,26,1,black
1531902655,321,16,white
263828952,40,6,white
2657026544,177,43,black
20443852,141,12,white
21103682,69,1,white
28796598,35,23,black
2368999056,417,27,white
3362737702,32,25,white
774756754164973568,99,7,white
341155481,43,16,white
228879966,165,57,white
1581574298,149,119,black
284135897,94,38,black
20686664,81,53,white
504853508,52,2,white
376705698,48,5,asian
1710457970,25,12,white
59120531,53,9,white
159085994,26,5,white
144255039,32,7,white
51669054,118,100,black
128272682,48,25,black
182805217,28,6,white
65952715,26,10,white
3188072284,249,72,white
207569344,196,43,white
17286642,86,17,white
3179278889,24,6,white
28318084,202,3,white
43627500,231,102,white
23091428,1362,21,white
556488185,26,6,black
375034128,54,15,black
246955374,62,25,white
58074235,780,80,white
231199532,66,29,white
1125172470,109,37,black
29962791,402,49,white
426270360,515,11,white
475975435,499,130,black
549576672,3,1,white
16630349,113,8,white
434525445,2818,2,white
1729323745,20,11,black
265466001,7,5,black
21743547,51,21,white
21415055,112,13,white
730443112024264705,569,61,white
789886393,312,11,white
2382263667,53,25,black
22166002,44,14,white
318065256,30,27,black
460309471,106,2,white
123059462,26,6,white
99493614,613,162,black
51045692,63,10,white
1342636550,136,50,white
242076964,1129,6,white
72372905,830,106,white
850427275552096260,76,6,white
350782341,1842,49,white
28580029,6,1,white
44086745,228,16,white
321913260,153,64,white
216860451,37,4,white
621488442,149,1,black
277100150,270,49,white
7766252,1527,400,white
199426337,49,31,white
376421887,254,23,white
137419522,3,2,white
41563647,68,6,white
1316793079,38,38,white
175177117,439,220,black
152350503,6,2,white
49672954,51,4,white
838206974,87,37,black
420885718,105,2,white
109348655,377,67,white
193231415,22,5,white
762397,991,46,white
14663493,76,1,white
21585196,68,20,white
153535799,78,7,white
229517239,10,4,white
165360707,354,67,white
18767905,48,35,white
51556070,422,244,white
566121559,220,23,white
301982599,539,2,white
2815007162,10,1,white
22944609,320,155,white
2523449638,477,30,black
575588265,147,19,white
346841031,111,21,black
335589137,61,6,white
1920123002,51,17,white
255546486,15,3,black
15634351,585,11,white
778859098741899264,31,15,white
17687028,2030,297,white
1331550962,40,5,white
15188550,1018,90,white
21311523,478,47,white
102983894,172,82,black
594952385,266,91,black
464215453,685,60,black
2619966670,25,13,white
392852338,432,283,white
846506106134417408,20,14,hispanic
104370289,2386,822,black
721525072079421442,375,208,asian
2423901955,73,4,white
39824743,35,11,white
246855474,325,20,white
593891457,34,1,white
1930326127,346,194,white
465047834,66,3,white
289407864,117,58,black
234377714,9,3,asian
20161915,57,10,white
36062636,74,40,white
709091549653688320,48,8,white
2277942857,178,40,white
873429055,6,5,white
3025672163,13,8,white
124218595,7,1,white
342333421,120,31,white
2622959185,836,55,white
116444748,223,79,asian
375116240,2550,982,black
1657758948,165,116,white
403431013,201,70,black
236150221,11,5,black
987731827,877,459,black
583075150,478,200,white
2320876038,70,23,white
960486374,69,40,black
540752684,157,50,white
459773458,47,18,black
102667887,882,112,white
35017592,881,635,black
269740811,156,14,white
90629673,1375,1,white
2367638953,1133,126,white
343425198,498,148,black
2789537713,65,4,white
589223150,34,10,white
233294073,105,15,white
267313831,97,15,white
32432549,10,1,white
50075085,482,21,white
297903598,2612,36,white
2290245232,147,36,white
886291208,8,2,white
1864311674,16,4,white
1362521461,235,65,white
2785390638,36,13,white
247809927,133,21,white
551419967,942,431,black
2661436467,386,13,white
294211637,95,26,black
26285667,67,18,white
3426319053,667,511,black
748319520780058624,80,15,white
594476735,46,11,white
24611159,40,1,white
52388109,73,6,white
93394802,170,8,white
14600830,8,1,white
438743796,24,13,black
33933677,33,16,white
735580673818365958,25,15,black
21331139,25,10,white
72517887,113,62,white
22631589,311,8,white
938193205,1081,52,white
297543599,52,9,white
20821482,350,74,black
72271121,83,23,white
250247670,746,192,white
88468317,254,7,white
353949539,34,9,white
218235817,189,3,white
190690618,39,1,white
1900080992,15,5,black
3100201935,155,14,white
631165417,316,33,white
285748476,247,53,white
4004245467,532,212,black
186182281,365,2,white
2178591155,28,8,white
401628039,130,14,white
54543757,64,11,white
732145028357881856,42,3,white
406900369,308,5,white
1728426044,8,2,white
870105792,1073,11,white
21420857,201,98,white
473107309,119,19,white
249848414,70,2,white
169909890,209,3,white
81453685,305,51,white
24546387,411,215,white
81631024,20,3,white
867435037909807105,114,28,other
90647614,158,65,white
222252032,41,13,white
635528397,211,136,white
134569990,96,1,white
186344530,834,260,white
50384016,516,215,black
2429141683,28,7,white
1329989220,149,14,white
111427525,27,22,white
831778182,10,5,white
263597853,10,8,black
294356745,9,3,white
75953053,59,6,white
3027229401,83,35,black
1296377024,589,103,white
723431407570186240,96,14,black
15873993,2537,134,white
2752910812,74,6,white
7449532,1545,123,white
260925591,4,2,white
1583398110,149,44,white
299872564,331,16,white
1234787892,59,15,white
927440424,2495,1380,white
897173845098057728,143,13,white
191556555,1175,262,white
278142452,20,2,white
509163922,1083,762,white
332977301,42,5,black
19817700,2711,204,white
23469939,29,6,white
48096388,520,29,white
82941585,234,25,white
485205374,397,253,white
282769071,40,1,white
19567850,440,303,black
139087800,511,165,white
112881877,26,20,black
150682410,50,28,black
45058882,7,6,black
250810501,20,8,white
606300243,1,1,white
1007545249,43,8,asian
176161661,208,40,white
159135339,388,66,black
402078165,12,8,black
724639203104022528,23,6,white
383186911,30,3,white
2714538293,161,22,white
17580021,973,38,white
271146090,29,10,white
311667004,11,1,white
1035766207,23,17,white
167178066,972,219,white
259862477,29,8,white
428404261,326,19,white
2354644793,600,57,white
63441414,178,66,white
39600463,133,20,white
18332282,935,105,white
68231041,89,10,white
39215111,709,16,white
22666966,409,3,white
115144569,170,16,white
122520485,1180,197,black
727143771704549376,369,196,black
2320581511,107,47,white
135170273,880,1,white
1498368168,35,3,white
274129040,96,3,white
850758433,28,9,white
18092782,653,4,black
297711935,52,26,black
251614900,143,15,black
1629977954,209,58,white
356398297,1612,224,black
452254232,277,115,black
555988141,26,3,white
49382702,185,34,white
282205420,273,48,white
1326927882,69,9,white
492377384,23,12,white
357775978,282,14,white
19415005,5,2,white
19959901,106,2,white
35855839,2,2,white
20356965,105,9,white
569464325,975,28,white
18632292,56,19,black
171508253,77,30,black
134913732,27,5,white
234722014,7,1,white
37184774,115,4,white
1093136694,174,38,white
2347707549,162,7,white
221003603,13,1,white
2254917770,38,6,white
43742793,108,13,white
35480098,7,2,white
83671824,41,23,white
135565699,1860,486,black
424111507,308,257,black
1384621627,37,10,white
1563691316,24,12,white
20146915,11,2,white
88413553,98,38,white
488295177,18,18,white
942017119,31,1,white
281487920,58,15,white
923458653696483329,3,3,white
3079284657,86,20,black
297613294,81,2,white
2763559482,808,179,black
53904673,725,114,black
1955964860,928,177,white
350359904,38,30,white
41358614,90,46,white
1071292322,277,158,black
292606140,24,8,black
320706834,3,2,white
34027748,1170,740,white
789938474,63,5,black
1216066464,191,19,white
80414518,17,1,hispanic
837029229929893901,351,99,white
2460455106,409,248,white
48448795,16,3,white
318691278,53,2,white
200990659,93,8,white
209933217,286,80,white
32867206,8,6,white
27423873,7,1,white
1332486992,637,130,black
221334933,433,196,white
497393093,185,56,white
192266786,42,8,white
4317732377,37,3,white
24433447,79,48,white
1444689834,129,43,white
341623790,136,5,white
1317153854,224,17,black
2699619088,105,2,white
76282443,15,3,white
21578123,486,49,white
258310699,449,18,white
19621561,291,1,white
2159323767,137,5,white
34334691,99,1,white
148040480,72,11,white
396342192,51,6,white
857870017,92,6,white
772172670,387,14,white
83699646,127,43,white
705875156,134,14,white
607393089,273,70,black
400594120,105,21,white
43329901,148,57,white
222596339,336,132,white
275621831,10,2,white
14135620,42,1,white
296109603,208,3,white
259401680,524,7,white
2388939727,314,2,white
111334683,157,27,white
406131568,1892,10,white
20191546,334,59,white
19461787,143,38,white
114409765,86,75,black
294712456,1067,615,white
26106920,51,14,white
794615155,143,12,white
52450119,9,2,white
2804186630,554,2,white
365531893,15,1,white
775793254138773506,75,30,white
22677004,46,2,white
864612493,27,13,white
504336693,377,21,white
4110488663,503,52,white
343272118,4,1,black
1194139506,148,71,white
47417316,103,22,white
357075889,108,14,white
19837128,1117,10,white
22607460,136,99,white
151842449,87,6,white
9878392,577,15,white
184450162,265,149,white
874136105334996993,50,8,white
109307451,36,27,white
196147925,91,20,white
719626020630999040,185,21,white
454829843,122,23,black
991687201,32,6,black
308439269,197,13,white
14684035,253,14,white
61211173,144,47,white
397965028,5,1,black
125107363,29,1,white
89791598,94,50,white
139356598,248,82,black
223240986,317,21,white
169058185,1170,216,black
735048656429125632,272,181,black
6941542,176,7,white
3305452377,12,2,white
93400697,24,2,white
19746045,247,35,white
394892076,42,18,black
342282432,63,37,black
51404868,154,10,white
