User,Tweets,Tweets_with_Emoji,Gender
2478509320,13,2,female
51585252,186,2,male
27532043,491,88,male
18268502,274,109,female
807594302,24,1,male
9655342,359,90,female
872454498039496704,98,14,female
35550098,62,4,female
27854812,321,91,female
2609665613,46,24,female
719789376,94,2,female
935362687,1295,60,female
53349972,319,5,male
13094142,103,9,male
7311442,75,1,male
3058763457,77,37,female
47733265,172,1,male
331791373,21,12,female
37972440,495,254,male
93074116,35,1,male
31200814,76,2,female
1028893459,317,66,female
282256934,373,85,male
2569338141,316,123,female
3069536603,11,6,female
61992682,56,5,male
385316574,24,8,male
434062657,1014,4,male
103795395,21,1,male
2555552467,51,6,male
127938588,230,82,female
79908881,50,8,male
712717339725336576,348,177,female
302775948,175,30,male
277200577,536,23,male
151206620,18,2,male
923833949335556096,18,5,female
16570857,176,8,female
399354120,661,44,female
51116711,1904,268,male
1082762234,1769,118,female
1086072650,68,1,male
264738831,43,17,male
377457786,2118,38,male
1107645667,45,9,male
3001085583,417,10,male
796631018,26,1,female
23048630,154,47,female
2364311479,32,15,female
52874040,203,14,female
285653999,98,36,male
981247066390319104,37,1,male
20015627,124,27,male
33208329,16,6,female
872393072751116289,2961,642,female
239289501,115,3,female
295299687,53,6,male
1524987062,131,53,female
2315935629,993,74,female
370798246,12,5,female
72066884,672,96,male
1488450007,16,15,male
2267632757,82,11,female
21148633,833,136,male
182417583,190,45,female
374193871,3,2,male
490804721,23,8,female
303703164,39,3,female
34704427,213,13,male
564832547,83,23,male
1551041084,1525,266,male
415105508,185,74,male
2424033960,137,54,female
102092286,702,4,female
16154769,120,38,male
794970890165428224,151,10,female
2231519446,1088,199,male
1269756103,38,3,female
533227893,23,8,male
420637875,254,21,female
967414921112760320,436,72,male
285607947,4,2,male
1167039277,96,10,male
146086257,160,9,male
2860115956,70,38,female
332389507,134,9,male
3304517038,73,67,female
322443544,141,64,female
342712869,464,27,female
556735064,11,1,male
351863907,1770,311,male
20442427,227,2,male
206428738,162,17,female
17956502,1300,106,female
442056663,106,36,female
200800715,139,52,male
308046509,202,138,female
22073721,97,4,male
3064562247,152,1,male
2627887361,80,2,male
19817392,46,4,male
304974135,67,47,male
82341602,44,16,female
354914590,363,9,male
1243618602,1312,135,male
613443617,23,9,male
203955870,113,28,female
145171437,11,1,male
29283073,587,26,female
36836365,110,21,male
168537772,829,99,male
21504766,1257,23,male
29749684,23,14,female
477876549,113,3,male
62473600,1506,311,female
401626553,488,144,female
319774451,674,208,male
15222358,71,2,female
196747585,64,1,female
17951416,233,6,male
240208464,101,22,female
59759219,382,23,female
35445779,29,1,male
786099177206022144,55,20,female
601441002,537,380,female
21871101,255,58,male
38524502,121,18,male
291412830,125,10,male
87926195,21,2,female
1924256132,159,58,female
218481662,25,3,male
27344190,245,106,female
360485869,71,53,male
120686394,93,6,male
221661816,140,17,male
234221311,90,1,female
1106824921,665,4,male
34382714,188,2,female
61291778,1835,37,male
125368540,76,35,female
476621132,91,56,female
216402294,53,11,female
849109190,836,65,male
20212104,385,3,male
1511272429,15,3,female
231723376,698,267,female
260738543,118,12,male
392966927,66,6,male
543343291,256,45,female
477802917,584,12,female
34357437,154,60,male
401297065,105,59,female
517941352,155,47,female
1575840926,2564,6,male
20105619,477,122,male
707360523013197826,423,52,female
3413435363,53,1,male
14394944,50,2,female
20079982,535,341,male
2754960003,54,17,female
102769043,13,1,male
295040164,135,112,female
19347968,336,15,male
714236421,12,8,female
1547011106,104,23,male
27906657,83,5,female
53152623,47,25,female
2629986016,30,5,male
185253578,126,51,male
399106751,251,25,female
139243736,383,179,male
14437998,17,8,female
36552171,46,2,male
332687113,28,9,male
17513131,161,2,male
33636586,2197,461,female
1257142784,49,2,female
21114923,21,3,female
308632375,134,34,female
2440289227,20,6,female
1436715540,251,68,female
2823582652,48,27,male
1469402010,47,8,male
483917224,120,26,female
116263146,33,10,male
32983034,50,2,female
166573271,1621,133,male
45227179,1012,127,male
398112504,11,1,male
2875742098,634,8,male
364398573,1241,229,male
2177206523,565,24,female
325729029,47,25,female
132634307,621,2,male
415325825,1764,175,female
721060418,369,24,male
84811398,37,23,female
20787862,20,7,female
191007924,64,5,female
7820222,13,3,male
290017216,84,53,female
1965294247,289,223,male
20398402,144,25,female
71776568,1210,335,male
103256939,12,7,male
93440046,95,3,male
901394737,186,97,female
1267469887,28,6,male
158467574,383,75,male
431968702,206,52,male
304856046,77,1,male
40880746,39,25,female
2296584721,155,29,female
563097840,513,226,male
171751426,425,48,male
158080067,185,37,female
27923296,122,78,female
611947927,91,5,male
701423327,9,3,female
798762324,145,94,female
610969244,1042,39,male
253687652,13,5,female
20182197,676,177,male
390260900,417,61,male
16450261,131,10,male
261110699,20,3,male
805725925,19,17,female
813283549906423810,405,107,female
233726003,151,17,male
314451700,6,1,male
145580842,172,2,male
972038205964017664,179,47,female
1679395549,24,5,male
484948942,10,2,male
610925683,103,12,male
849541508,380,322,male
424452078,47,3,female
361278943,97,30,male
58432995,84,18,female
40859781,294,100,male
244038366,447,70,female
60574773,29,1,male
289634271,107,46,male
29259728,39,3,female
22620792,37,12,female
571043661,8,2,female
305271677,22,7,male
3012560963,18,1,male
193651518,61,35,female
1289453659,299,56,male
18715834,110,22,female
3005376135,15,4,male
200069108,144,77,female
237481465,13,7,female
61516691,121,17,female
437501534,2100,1679,female
262327511,20,19,male
24215689,139,6,male
41894652,63,40,female
52754479,28,4,female
870392234205642756,214,49,male
632204127,87,15,male
556940542,167,20,male
787296072,249,9,female
38830867,98,1,male
15197262,42,6,male
372689197,175,1,female
722482232,17,5,female
1439510700,22,17,female
21195870,208,153,female
2525162968,141,72,female
1540689146,481,292,female
85660987,106,6,male
919977908009164800,53,4,female
221844841,138,15,male
21902130,891,329,female
190752227,2225,1171,female
24234737,1228,24,male
20935949,342,119,male
1598493702,17,1,male
104386013,172,76,male
589124761,101,20,male
37974970,175,25,male
578880197,22,7,female
31146266,296,189,female
20437261,10,5,male
15278652,230,15,female
1951331905,82,2,female
846100110895452162,45,36,female
846803808210632704,118,42,female
557014525,18,2,male
67070346,121,32,male
3243888064,549,9,male
18905553,75,12,female
19597769,1161,2,female
307399875,73,48,female
286925593,95,29,male
2958720351,324,105,female
39529606,1137,269,male
61765458,142,42,male
20999347,60,30,female
1905131023,148,76,female
115092420,650,5,female
95433433,516,336,female
872446807330230273,149,7,male
23969402,268,89,female
746859158,73,18,female
3008012006,2641,771,female
45429933,17,1,female
214901884,80,11,female
350259086,494,37,male
35717474,62,11,male
21800452,123,24,female
997164241,24,9,male
298123306,157,7,female
2523901757,66,10,female
1170191659,88,1,male
726208304,774,5,male
888830354500575232,213,88,female
67174701,16,8,male
49763896,924,60,female
32358547,51,2,male
2310895357,73,1,female
1671421386,118,75,female
2211150652,302,43,female
218805818,4,3,female
964512265209749504,20,3,male
3857200335,17,4,female
21309064,20,5,female
20918583,49,28,female
52731862,18,1,male
272348818,35,8,male
2785967609,141,35,female
454830861,79,2,male
2344890601,86,58,female
314148427,108,13,female
566232914,46,39,female
287877696,55,37,male
351094548,2684,94,female
5839122,704,19,male
16096395,201,40,female
422178637,35,4,female
3608736557,91,41,female
523757040,33,9,female
1670191754,1463,65,male
2916362237,155,105,male
2212842119,40,10,female
2367114240,49,4,male
115136255,26,18,male
980872359212208128,1,1,male
389603224,2,2,male
2325743108,113,18,male
2796267991,69,10,male
45700959,534,16,male
19534873,508,7,male
92501566,168,1,male
1227244422,38,1,male
448648937,173,16,male
391570715,25,1,female
16681228,307,26,male
716052218,50,37,female
267349424,513,259,male
2281049958,175,27,female
937604486,204,47,male
281739783,495,5,female
1055665741,597,38,female
1267979168,31,12,female
242884732,232,1,male
293140121,311,169,female
441175458,13,1,female
19568190,394,38,female
2863671580,88,34,male
157067102,1672,744,female
258515543,918,181,female
19905143,1767,2,male
591337000,52,34,male
377510483,209,14,male
45959846,171,77,female
2789899013,331,114,female
2878242790,512,28,female
409367297,5,1,female
501115199,5,1,male
4194768581,348,186,female
1054692264,134,5,male
211811323,832,2,male
3183484287,9,4,female
13212322,39,1,male
803083086,1145,1,male
616234182,330,94,female
910446147822551040,111,6,female
562206662,70,56,female
235164561,1,1,female
50974426,470,50,male
153346091,372,11,male
2401591744,79,18,male
90355210,767,677,female
2215301,81,26,male
987159236,352,85,male
193379582,63,50,female
19679719,109,26,female
20304556,44,21,female
614400158,186,33,female
2872143521,58,5,female
942263682633027584,121,35,male
2554963741,101,63,male
1642903302,68,34,female
285581846,92,18,female
26626813,227,115,female
1720039616,309,95,female
92947297,416,11,male
150820462,2448,1646,female
352222003,139,1,male
794816696,19,8,female
433963327,252,39,female
422753814,173,34,male
110403513,25,4,female
1511441298,27,4,male
48049477,260,43,female
3187788725,145,44,male
131996072,118,58,male
431138602,31,3,male
219354632,287,47,male
20515529,253,29,female
16281307,466,6,male
72298283,12,1,male
154653828,296,73,male
51725632,66,2,male
205738195,54,10,female
3395514071,135,49,male
875666268858306561,1360,67,male
20777983,9,1,male
3064480222,225,6,male
1316363532,1,1,male
2908348775,131,6,male
71196006,5,2,male
893356513,299,37,female
15262978,440,20,male
1671378488,130,94,female
26993589,298,18,female
27295252,7,4,female
272678397,89,11,male
177992320,1132,476,female
2821510355,62,11,male
1907475966,52,29,male
759455870,415,114,male
484903035,65,46,female
56351436,25,4,female
320144218,1014,76,female
17632207,90,41,female
1852816680,1497,14,male
45224979,125,42,male
236882216,31,12,male
137817766,86,14,female
421902533,401,195,female
2382160993,771,373,male
1923333570,155,21,male
17705876,171,17,female
591407005,56,5,male
33616395,34,7,female
21650374,1,1,male
39773460,392,30,male
19902151,689,20,male
85953988,390,3,female
26024863,328,22,female
138704582,199,89,female
141012888,185,33,male
87183917,127,5,female
2914571266,1324,50,male
22397098,40,4,female
221936932,7,5,female
40548023,930,686,female
115166894,61,13,male
427577371,596,102,male
281560523,21,12,female
55364104,15,2,female
558149568,103,21,male
315887063,112,20,female
1506961050,43,1,male
761444940559687680,14,9,male
237854755,299,110,female
397581242,230,73,female
43343377,396,28,male
146777237,162,48,male
215233836,47,3,male
221444942,566,187,male
85359432,858,172,male
779302,24,3,male
216072292,292,74,female
3333718936,102,25,male
57678854,60,6,female
30742543,216,11,female
345380626,25,8,male
379558527,109,44,male
910957480288641025,160,122,female
258902492,102,35,female
386102917,470,188,female
431028143,301,66,female
63260765,345,206,male
174612192,656,23,male
117578984,154,17,male
2259825321,446,230,female
86797494,195,33,female
24515479,208,192,male
48576231,104,33,female
52426493,83,19,male
58562365,9,3,male
295849711,676,6,male
720920022,16,10,female
32441788,152,2,male
130496901,345,219,female
1069074162,82,57,female
223871481,497,226,male
98909421,237,38,male
859750307294838786,21,2,female
22158924,43,8,male
480334538,186,51,male
2691277799,56,11,female
2539743112,37,1,male
245841599,601,161,female
260191033,144,35,female
948472212,50,6,female
2180366869,198,7,male
87006565,220,12,female
416371919,203,87,female
1390320320,15,2,male
149721898,162,46,female
1208069252,54,8,female
54854230,523,24,male
806765912,398,51,male
406194941,76,1,female
246897780,176,78,male
45023328,1,1,male
15632759,2487,5,female
141246408,59,4,male
325627899,420,322,female
55928299,106,15,female
187952617,1006,141,female
60117102,133,44,female
17869681,51,2,female
40510244,168,53,female
279783610,221,93,female
20473621,154,21,female
24038797,727,2,male
227089149,145,15,male
418953985,52,4,male
2257515997,147,11,female
18897760,228,128,female
843077083718995968,61,25,female
6589322,503,47,female
880875872,90,5,male
214522503,260,9,male
924534715864010752,293,25,male
749275394277335040,88,4,female
155591314,103,2,female
718905197142142977,29,6,male
4175171057,29,24,male
1026619830,171,38,female
370909296,11,5,male
941735064634830848,34,11,male
748295316974211073,465,89,female
22621809,238,33,male
1342087675,10,8,female
89208678,190,1,male
1052984678,3,1,female
313951298,417,3,male
2456404686,115,9,female
202321507,116,14,female
434876584,115,8,female
385509400,68,35,male
500610777,14,1,male
484031783,58,7,female
156940645,512,26,female
23670524,122,26,female
39988206,150,2,male
81083437,842,203,female
129584508,18,5,male
2760462689,157,46,female
22707755,140,7,male
51246388,170,20,male
752470511507087360,612,323,female
93649362,12,3,female
263835828,376,50,male
764472328478752769,64,27,male
568306916,6,3,male
233967715,758,266,male
63755826,16,4,female
323137822,49,2,female
733424569,156,115,female
1288248103,662,65,male
18722176,56,9,male
42601159,53,37,female
263885700,293,25,female
552722032,251,5,female
35281002,18,8,female
1370370318,10,1,male
32338228,999,169,male
20206622,38,2,male
87398075,160,30,female
21777547,378,67,male
2507799692,204,32,female
515932389,115,27,male
283754505,101,11,female
302517823,89,36,male
9711762,151,57,male
29417058,814,98,female
773902338541092864,2249,421,male
41347963,433,67,male
24146100,147,9,male
780717750264049664,212,116,female
634508922,309,74,male
20142128,119,14,male
157300762,222,77,female
345356156,16,1,male
28879989,337,139,female
1361742486,15,4,female
28669144,517,115,male
2266378466,3,1,female
948633295,94,23,female
21799391,962,24,male
133405194,19,7,male
113440262,51,7,male
415621486,98,11,female
22617447,54,18,female
35871476,67,3,male
57282557,82,45,male
789242920528470020,26,3,male
288842227,19,4,female
18693184,59,3,female
340599844,85,5,female
255173744,235,38,male
391083607,467,22,male
38690010,171,6,male
3321820011,148,57,male
358265214,27,3,male
367345369,68,2,female
760306704,117,41,male
312097015,5,2,male
92046189,1182,165,male
40054507,17,7,female
15978859,161,25,female
2635335441,171,98,male
199382540,1214,146,female
15125843,37,2,male
518724613,14,9,female
23229625,195,7,female
401635808,103,33,female
389613723,132,16,female
22193875,1402,849,female
1918200751,37,8,female
315479605,41,30,male
356883908,553,146,male
957031142548492289,2766,8,male
854668004566630401,29,18,male
373392846,42,2,female
1127998866,193,134,male
19068942,73,1,male
303767480,845,57,female
604473679,18,7,female
1087374997,48,10,male
486577964,675,103,male
2841104411,49,34,male
1121389374,25,14,female
19688056,64,9,female
74403835,178,50,male
2797943921,324,82,female
183775879,152,54,female
1537060596,94,26,female
301536765,12,3,male
346082335,42,42,male
35827205,38,2,female
256116335,92,6,male
87407265,102,24,female
339745533,15,1,male
2890859344,22,1,male
29188330,235,85,female
280676272,1037,271,male
3939680715,213,1,male
17580326,2829,186,female
96578536,951,195,male
20214209,2097,29,male
877248537507098626,877,372,male
1096679334,360,133,male
24871778,1840,1684,male
2706506703,23,5,male
847208059,1711,845,female
1243503134,904,7,female
100821970,5,2,male
21364349,335,65,female
1449064454,66,27,male
51590542,16,6,male
213416375,227,4,male
277169568,623,46,male
710854100,184,112,female
2347334096,8,1,male
25717243,246,149,female
53733,66,6,male
2883950659,78,4,female
245913388,21,1,female
16042506,280,179,female
30108503,1150,513,female
23093971,276,24,female
282941833,37,8,male
61002818,218,3,male
429921441,378,8,male
59412124,60,20,male
1596052296,11,4,female
39738869,131,3,male
491387931,17,6,female
341158936,17,4,female
78327459,12,3,male
283651897,46,16,female
337711946,33,1,female
1159786080,120,40,male
2469648354,916,109,male
488805620,164,70,male
2802039187,220,4,female
274594483,186,55,female
2791212467,41,2,male
928324575804510208,17,1,male
43846702,2717,976,female
1703173951,215,92,male
418854900,239,37,male
379119491,51,3,male
100312456,150,118,male
64968855,20,3,male
189102208,67,11,male
2877298012,490,8,male
3039424455,30,7,female
103131134,1077,8,male
281962688,384,85,male
19986034,77,34,female
485076405,296,116,female
173836925,296,107,female
275082013,244,128,female
2794394004,696,11,male
21128662,37,12,female
280953608,92,32,female
162515443,3,1,male
2183734101,21,7,female
190586594,339,10,male
926919534967246848,42,3,female
430151466,75,34,male
602738945,1382,179,male
1952694714,928,5,male
249315893,30,15,male
2340172555,239,42,female
1208951,591,29,male
20872790,96,3,female
37193391,1003,325,female
85463846,720,19,male
2689756046,487,143,male
478825847,165,67,male
80598864,48,34,female
744654229483159552,17,7,male
472062402,127,6,female
212321938,116,24,male
1085630083,105,30,male
2676585813,44,6,male
187990560,166,8,female
123632195,139,1,male
115846182,395,71,female
348736722,57,20,male
27203725,283,1,male
181267332,35,21,male
2443233653,556,161,female
23604839,34,1,female
273502706,776,506,female
99713156,76,6,female
3374619143,61,13,female
31379847,226,27,male
20172072,93,15,female
311545855,22,14,female
27329763,236,174,female
33868458,97,6,female
268441491,1161,227,male
94539669,55,16,female
91805705,61,1,male
278251159,44,17,female
236121469,102,54,male
871520659,215,29,male
271520067,1079,144,female
565690399,169,13,female
185467651,28,23,female
211659549,1114,284,male
116679170,51,31,male
323385989,50,3,male
938611369,245,19,female
979192002,583,19,male
904803052129067009,262,4,male
211111976,292,83,female
51744892,114,39,female
635701886,260,11,male
86923493,35,21,female
213323462,76,2,male
466475899,19,1,male
2974801439,74,6,female
299233181,88,54,female
317305134,67,24,male
940467591914672134,122,3,female
71519916,110,4,male
202815437,12,1,male
2217739698,158,3,female
247472082,559,331,female
94424838,157,45,male
1558313196,4,2,male
2843944164,403,24,male
20403996,32,2,female
80327931,15,4,male
1566682519,2971,900,female
93419198,1155,91,male
112138476,86,1,male
66322503,906,80,female
2539588717,347,77,male
260166478,472,405,male
45127876,770,80,male
51885495,17,5,male
20003976,17,3,female
222279535,14,12,male
1131317989,412,217,female
237633907,1590,204,male
826828417,20,1,male
18946907,52,11,female
376953762,3167,1313,female
147525226,14,4,male
950317720582705153,110,70,female
365129104,43,5,female
17716862,14,2,female
2788729917,266,14,male
40635437,198,10,male
351200210,231,4,female
1654822129,11,7,male
1304950033,98,5,male
50244718,89,25,female
84911687,119,2,female
702820312,177,50,male
27494226,171,10,female
1690586443,77,10,female
32391079,53,10,female
1554156949,325,18,male
186000488,43,17,female
86758336,506,132,female
287623582,359,85,male
1377019194,25,12,male
1035701065,73,27,female
368912564,269,215,female
483029934,30,1,male
1399274906,37,7,female
2865093744,204,41,male
2938916781,133,13,female
387771643,1045,43,male
14786966,161,20,female
522426882,10,2,male
124767274,216,48,female
848125508453838848,31,10,female
87027945,214,16,male
2842592122,45,13,female
272009588,281,43,male
709366704,7,1,female
7881852,908,4,male
535193838,256,38,female
21388840,168,115,male
49047693,184,84,female
152335029,993,135,male
211966827,63,6,female
38934628,20,4,female
125512917,1,1,male
796370652,66,9,male
19294241,1400,62,male
446972586,49,18,male
253724064,921,376,female
364531969,118,33,male
551790790,24,9,female
267261858,191,15,male
84583235,12,4,male
4735315216,18,1,female
588480080,33,22,female
790349141339697152,1,1,female
44421974,71,2,female
152200016,321,85,male
20243829,37,1,male
38501273,378,48,male
1045626649,40,3,female
1631174048,11,6,female
884093605,39,15,female
39712588,114,64,male
303113342,353,14,male
911118156,246,56,female
307564259,1403,527,male
71623253,3,1,male
30862798,37,3,female
97740847,29,9,female
3345995122,28,22,female
297865317,14,3,female
340501605,34,17,female
20839257,49,11,female
1311684632,96,1,male
59089865,70,16,male
3332737186,221,61,female
887009239591473153,398,96,female
211809451,180,58,male
370158807,459,46,female
399527728,147,11,male
18282606,46,1,female
372245550,157,58,female
390767085,16,4,male
779031769991577600,216,47,male
16559807,200,3,male
41384673,77,44,female
19909706,275,18,female
19669893,48,12,female
201009870,590,55,male
96751107,230,12,male
293440468,14,10,female
59213250,322,45,female
31344798,615,114,male
82661635,94,16,female
61911530,171,105,male
19917912,269,24,male
294215708,446,128,female
34892269,144,31,male
56342534,145,35,female
272727395,160,13,male
963743219824693250,51,11,female
177483485,2,2,female
1527369786,55,1,male
45929373,87,31,female
396126799,3,2,male
132161773,70,31,male
152792193,111,16,female
410694885,164,38,female
231951598,1319,241,female
19334241,72,1,female
60077526,57,3,male
1958795028,170,104,male
282639997,266,78,female
849682620787171329,436,286,male
70418763,46,3,male
831509370290704386,3,2,female
277670325,1636,401,female
241681777,27,25,male
31718915,131,16,male
2202394814,172,43,female
50605204,538,31,male
2900668864,10,2,female
75046219,92,3,male
1711322616,66,27,male
182799984,70,10,male
20528306,213,12,female
140125432,204,133,female
19062754,372,37,male
4294636455,95,13,female
963479600759279616,1146,448,female
95553167,135,52,male
771123456670916608,353,201,female
252863639,308,157,male
232293208,987,176,female
78430124,56,10,male
24903817,68,20,male
1893586645,396,39,male
334223852,142,83,male
719047732476948480,1135,2,male
14360501,272,1,male
1464950454,51,14,female
578266875,375,12,male
16805968,41,30,male
54925959,66,14,female
426702877,521,72,male
298431835,191,117,female
399515171,302,47,female
488895706,65,47,female
2587304269,163,54,female
111938598,227,26,female
20023569,2810,619,male
912758551,168,54,male
1504212866,242,2,male
2422083498,82,2,female
207242650,32,7,female
2909190963,371,125,male
19764791,352,288,female
29701320,167,7,female
1462692374,2,1,female
109968422,2,1,female
91874979,473,34,male
413002096,42,2,female
2766666517,829,244,female
98234394,79,28,male
4475461696,22,7,female
306330766,260,23,female
88807987,60,32,female
51923005,60,3,male
159888958,287,1,male
3873920003,87,3,male
25976610,443,114,male
28474317,138,32,female
130268984,78,22,female
74757802,84,42,male
123937831,75,40,female
106274365,411,27,male
220986929,47,23,female
21705794,805,398,female
84041496,148,56,female
855487831,82,14,male
32350080,279,37,female
84942588,340,159,female
394103606,733,30,female
319553063,195,7,male
829846765704712194,56,25,male
121759037,17,2,female
2408408939,57,4,male
544185890,2238,82,male
1406300630,1,1,male
397637912,15,2,male
4905627886,144,4,female
73774601,223,71,female
118208389,377,38,female
731553586975539201,207,57,male
17761796,20,1,male
61907085,8,4,male
183834381,2,2,female
124126198,143,5,female
275223800,115,47,male
1035949381,121,4,male
870728687364296705,206,67,female
105573706,1999,184,male
64517469,747,176,male
102777575,371,57,male
409883252,813,1,male
132527430,1191,76,female
75320259,89,39,female
898338569437274116,384,6,male
204263065,24,1,male
2536051800,71,19,female
851891867734208513,65,4,female
45410236,202,22,female
1465361934,39,1,male
2348710458,98,28,male
21581470,170,16,male
237849375,17,15,female
633161894,82,15,female
234836745,194,4,male
2827774618,231,54,female
187153856,87,36,male
341361374,464,147,female
57989723,335,149,female
329409320,5,2,female
430932663,87,26,female
66752083,657,381,male
1252691288,690,3,male
145611572,237,6,male
92596530,101,11,female
19784052,101,6,female
1604321196,109,21,female
54234025,1472,53,female
466690179,171,76,male
75766188,98,4,female
24278992,126,1,male
260452151,33,19,female
2817289555,10,7,female
1934105078,224,55,female
353224077,183,104,male
1964737778,47,6,female
53006531,110,11,male
81868984,224,50,female
303109556,87,10,female
624727136,53,20,male
24703488,450,268,female
400966827,24,14,male
932239832562192386,19,12,female
27728927,91,23,male
239029917,132,50,female
759948283,69,37,female
24591473,231,57,male
601263640,235,178,female
18668473,40,3,male
954087893630357504,8,3,female
19945821,79,44,female
1623782984,14,5,female
393923909,42,13,female
30184528,830,229,female
42191918,130,27,female
232008128,117,26,female
24543834,1071,203,male
22959437,329,112,male
370379009,345,98,male
335325288,117,6,female
1448702785,111,7,female
182788745,8,2,female
892868464498618369,911,270,female
242891597,187,56,female
852198650721837057,4,2,female
356963012,6,2,male
227437872,35,2,male
3388331092,854,42,male
765644999899897861,17,7,female
456300694,162,86,female
3945120017,33,4,male
282813552,265,215,female
103003698,1121,142,male
20634573,38,4,male
77777152,229,69,male
73359244,25,11,male
811383415,467,106,female
338413938,61,13,female
24164464,400,33,male
515752070,99,45,male
176412636,43,27,male
547998795,6,1,female
200135455,23,4,male
731633467,42,7,female
59268562,193,32,male
205718684,1952,353,female
29059011,113,10,male
50616489,217,32,female
2811277097,323,67,female
137716916,101,17,male
74412338,48,35,male
1671647839,12,4,male
2673350051,86,12,male
1647573157,1670,28,male
1526079151,85,42,female
1011029780,27,10,male
52150587,74,51,female
151312622,127,23,male
1282915350,801,212,female
51523754,103,2,female
444999079,50,2,female
462084025,480,62,female
925051260243464192,217,41,female
28308082,1175,134,female
868591188,945,152,male
160948785,450,5,female
54328584,1177,625,female
23425266,180,7,female
146633736,26,1,male
1531902655,321,16,female
263828952,40,6,male
2657026544,177,43,male
20443852,141,12,female
21103682,69,1,female
28796598,35,23,male
2368999056,417,27,male
3362737702,32,25,female
774756754164973568,99,7,male
341155481,43,16,female
228879966,165,57,female
1581574298,149,119,female
284135897,94,38,female
276533053,20,5,male
20686664,81,53,female
504853508,52,2,male
376705698,48,5,female
1710457970,25,12,male
59120531,53,9,male
159085994,26,5,female
144255039,32,7,female
51669054,118,100,male
128272682,48,25,female
182805217,28,6,female
65952715,26,10,female
3188072284,249,72,female
207569344,196,43,female
17286642,86,17,female
3179278889,24,6,female
28318084,202,3,male
43627500,231,102,female
23091428,1362,21,male
556488185,26,6,male
375034128,54,15,male
246955374,62,25,male
58074235,780,80,female
231199532,66,29,female
1125172470,109,37,female
29962791,402,49,female
426270360,515,11,female
207242093,17,14,female
475975435,499,130,male
549576672,3,1,female
16630349,113,8,male
434525445,2818,2,female
1729323745,20,11,male
2291875101,44,15,male
265466001,7,5,female
21743547,51,21,female
21415055,112,13,male
730443112024264705,569,61,male
789886393,312,11,female
2382263667,53,25,female
22166002,44,14,female
974752802202320896,30,10,male
318065256,30,27,female
460309471,106,2,male
123059462,26,6,male
99493614,613,162,female
51045692,63,10,female
2255438052,202,35,male
1342636550,136,50,male
242076964,1129,6,male
72372905,830,106,male
850427275552096260,76,6,male
1568188033,45,10,female
350782341,1842,49,male
28580029,6,1,male
44086745,228,16,male
321913260,153,64,male
216860451,37,4,female
621488442,149,1,male
277100150,270,49,male
7766252,1527,400,female
199426337,49,31,female
376421887,254,23,female
137419522,3,2,female
41563647,68,6,female
1316793079,38,38,female
175177117,439,220,female
152350503,6,2,female
49672954,51,4,male
838206974,87,37,female
420885718,105,2,male
109348655,377,67,male
193231415,22,5,female
762397,991,46,male
14663493,76,1,male
21585196,68,20,female
153535799,78,7,male
229517239,10,4,female
165360707,354,67,female
2285525091,586,89,female
18767905,48,35,female
51556070,422,244,female
566121559,220,23,male
301982599,539,2,female
2815007162,10,1,male
22944609,320,155,male
2523449638,477,30,male
575588265,147,19,male
346841031,111,21,female
335589137,61,6,female
908982378,95,84,male
1920123002,51,17,female
255546486,15,3,male
902068724,1360,542,female
15634351,585,11,male
778859098741899264,31,15,male
17687028,2030,297,male
1331550962,40,5,male
15188550,1018,90,male
21311523,478,47,male
102983894,172,82,female
594952385,266,91,male
464215453,685,60,male
2619966670,25,13,male
392852338,432,283,male
846506106134417408,20,14,female
104370289,2386,822,male
721525072079421442,375,208,male
1521596430,217,21,female
2423901955,73,4,female
39824743,35,11,male
246855474,325,20,male
593891457,34,1,female
1930326127,346,194,female
465047834,66,3,male
289407864,117,58,female
234377714,9,3,female
20161915,57,10,male
36062636,74,40,female
258511242,982,258,male
709091549653688320,48,8,male
2277942857,178,40,female
873429055,6,5,female
3025672163,13,8,female
124218595,7,1,female
342333421,120,31,female
2622959185,836,55,male
116444748,223,79,female
375116240,2550,982,male
1657758948,165,116,male
403431013,201,70,male
236150221,11,5,male
987731827,877,459,female
583075150,478,200,male
2320876038,70,23,female
960486374,69,40,female
540752684,157,50,male
459773458,47,18,female
102667887,882,112,female
35017592,881,635,female
269740811,156,14,male
90629673,1375,1,male
2367638953,1133,126,female
343425198,498,148,male
2789537713,65,4,female
589223150,34,10,female
233294073,105,15,female
267313831,97,15,male
32432549,10,1,male
50075085,482,21,female
297903598,2612,36,male
2290245232,147,36,male
886291208,8,2,female
355548497,29,7,female
1864311674,16,4,male
1362521461,235,65,female
2785390638,36,13,female
247809927,133,21,male
551419967,942,431,female
2661436467,386,13,female
33178330,127,111,female
294211637,95,26,male
26285667,67,18,female
3426319053,667,511,female
43676127,637,274,male
748319520780058624,80,15,male
594476735,46,11,male
24611159,40,1,male
136997232,24,2,female
52388109,73,6,male
93394802,170,8,male
14600830,8,1,male
438743796,24,13,male
286348693,7,2,female
33933677,33,16,female
735580673818365958,25,15,female
21331139,25,10,male
72517887,113,62,male
159509316,64,3,male
22631589,311,8,male
1971274255,55,8,female
938193205,1081,52,female
297543599,52,9,female
20821482,350,74,male
72271121,83,23,male
250247670,746,192,female
88468317,254,7,male
353949539,34,9,female
218235817,189,3,male
3147658207,17,4,female
190690618,39,1,female
331707871,155,53,male
