Emoji,P-value,ethnicity
♋,0.2596905374828118,not asian
6️⃣,0.2596905374828118,not asian
🎎,0.2596905374828118,asian
✖,0.27184254747256925,asian
💙,0.2758725639924211,not asian
🙏🏼,0.28083095727632595,asian
😱,0.2846308152474684,asian
👨‍👩‍👧‍👦,0.2888323002962782,not asian
🌖,0.2888323002962782,not asian
🙇‍♂️,0.2888323002962782,not asian
🕌,0.2888323002962782,not asian
🛤,0.2888323002962782,not asian
👩‍🌾,0.2888323002962782,asian
☯,0.2888323002962782,not asian
🚄,0.2888323002962782,not asian
👏,0.2923531495496546,not asian
🧐,0.2952772395908391,not asian
🎶,0.30175441184016444,not asian
🤘,0.3031282668967799,not asian
👀,0.30873475291416763,not asian
🤧,0.31358309257146916,asian
👃🏻,0.3172393046811399,asian
🏌🏻‍♂️,0.3172393046811399,not asian
👮‍♀️,0.3172393046811399,not asian
🧛‍♂️,0.3172393046811399,not asian
🧣,0.3172393046811399,not asian
🌗,0.3172393046811399,asian
4️⃣,0.3172393046811399,not asian
🛋,0.3172393046811399,not asian
👨🏻‍🍳,0.3172393046811399,asian
🤚🏾,0.3172393046811399,not asian
🧚🏽‍♀️,0.3172393046811399,not asian
🍼,0.3199443823623571,asian
🇩🇰,0.3231651433951635,asian
🖤,0.3278696855223366,not asian
👸🏻,0.34141401036007296,asian
🥂,0.343759491541369,not asian
🎈,0.34428728597616687,asian
🕛,0.3448656630162491,not asian
🖐🏻,0.3448656630162491,not asian
👩‍⚕️,0.3448656630162491,not asian
👩‍🍳,0.3448656630162491,not asian
🥟,0.3448656630162491,not asian
5️⃣,0.3448656630162491,not asian
🔁,0.3448656630162491,not asian
👼🏻,0.3448656630162491,not asian
📙,0.3448656630162491,not asian
👎🏻,0.34577419534216824,asian
🇩🇪,0.3486597557448976,asian
🤷🏽‍♂️,0.35529472415017455,not asian
‼,0.3579046805353062,not asian
🎨,0.36254888070884417,not asian
⚒,0.3662120293355623,not asian
🎛,0.37169176576009944,not asian
🚆,0.37169176576009944,not asian
📗,0.37169176576009944,not asian
⛴,0.37169176576009944,not asian
🎿,0.37169176576009944,not asian
👨‍🎓,0.37169176576009944,not asian
🏋🏻,0.37169176576009944,not asian
👴,0.37169176576009944,not asian
⚽,0.3823045314128076,not asian
🍞,0.38885426001222684,asian
👉,0.3936595991259379,not asian
💩,0.39745304093361716,asian
🌇,0.39771583457452264,not asian
👤,0.39771583457452264,not asian
🤚🏽,0.39771583457452264,not asian
🙅🏻‍♂️,0.39771583457452264,not asian
🇳🇿,0.39771583457452264,not asian
💽,0.39771583457452264,not asian
🎚,0.39771583457452264,not asian
🌛,0.39771583457452264,not asian
🧥,0.39771583457452264,not asian
🤜🏼,0.39771583457452264,not asian
👌,0.4036864270596538,not asian
🙌🏼,0.4050095400525566,not asian
🍧,0.4078749447056119,asian
😞,0.41822539352523325,not asian
🎬,0.4190523685958424,not asian
👵,0.4229480455587289,not asian
🙇🏽‍♂️,0.4229480455587289,not asian
🖱,0.4229480455587289,not asian
🗼,0.4229480455587289,asian
🌒,0.4229480455587289,not asian
🏄‍♂️,0.4229480455587289,not asian
🃏,0.4229480455587289,not asian
🌄,0.4229480455587289,asian
🍾,0.42630788199092673,not asian
👮‍♂️,0.4355603311394899,not asian
🏆,0.4357268390322437,not asian
📿,0.44740643115560597,not asian
📊,0.44740643115560597,not asian
👰🏽,0.44740643115560597,not asian
🤳,0.4559080772540828,not asian
⛳,0.4567692677210007,not asian
💶,0.46473324462843146,asian
🌱,0.4671526862375187,not asian
🐪,0.4672836035877399,asian
🏋,0.4678175655034502,asian
🕺,0.47029061533434446,asian
😁,0.471039242508,not asian
🛌,0.47111401818459486,not asian
🌂,0.47111401818459486,not asian
😮,0.4737424894711123,not asian
😛,0.47880968258988066,asian
👏🏼,0.48133131366331006,asian
💁‍♂️,0.4824812513749137,asian
🙂,0.48452785305654766,not asian
✋🏼,0.48467122945936714,asian
😍,0.48692129437123377,not asian
🍝,0.4888063495924664,asian
🖖,0.4904909776027596,asian
⌨,0.4940968291171256,not asian
🕵️‍♀️,0.4940968291171256,not asian
🌜,0.4940968291171256,not asian
🦁,0.5085975281961224,not asian
👺,0.5134001961304442,asian
📣,0.5140770717409432,asian
🏳️‍🌈,0.5156552657180793,asian
😾,0.5163824891267322,not asian
🙇🏻‍♀️,0.5163824891267322,asian
😆,0.5291409002527312,asian
🐣,0.5294635084909092,asian
🚑,0.5330386689240487,asian
🍒,0.533813109272711,asian
🇲🇦,0.5379992601342931,not asian
🐵,0.5422788968724146,asian
😖,0.5488218163434604,asian
📖,0.5515749112324175,not asian
🤜,0.5524824755801898,not asian
📝,0.5570906421301836,not asian
🇰🇼,0.5589753769610089,not asian
🇱🇧,0.5589753769610089,not asian
🏕,0.5589753769610089,not asian
💪🏾,0.5591438404528832,not asian
🤦🏾‍♂️,0.55981647874972,not asian
🤓,0.5603431206864873,not asian
🆔,0.570280453888838,not asian
🇧🇷,0.5738706404947982,not asian
⛏,0.5793385978252363,not asian
🏊🏻‍♂️,0.5793385978252363,not asian
👩‍🎤,0.5793385978252363,not asian
☮,0.5886516730159588,not asian
🇬🇧,0.5887244998695305,not asian
💚,0.5898321798542545,not asian
🏃🏻‍♀️,0.5922092003050747,asian
📰,0.594008450447367,not asian
👩‍💻,0.5991159071549835,not asian
💒,0.5991159071549835,asian
🖥,0.6103729863382443,not asian
🌨,0.6183333266462463,not asian
✋🏾,0.6183333266462463,not asian
🤵,0.6183333266462463,not asian
👥,0.6183333266462463,not asian
😄,0.6222839407101675,not asian
🙅🏻‍♀️,0.6228703714528852,asian
🎵,0.6271582443500117,not asian
✍🏼,0.6271882656699748,not asian
💪🏻,0.6281258378587111,not asian
🐖,0.6297483309803582,asian
🤙,0.634245995418576,not asian
🔞,0.6342459954185764,not asian
📈,0.6342459954185764,not asian
🔐,0.6370158031102438,not asian
🎖,0.6370158031102438,not asian
🗝,0.6402902101213062,not asian
✌🏼,0.6443383145965196,not asian
🤦🏽‍♂️,0.6525181181148518,not asian
⌚,0.6541441336401492,asian
🙏🏽,0.6542733945059538,not asian
👍🏾,0.657692233054546,not asian
🎹,0.6586210989183372,not asian
🎁,0.6655028999979452,not asian
🎤,0.6667235753819434,not asian
🏡,0.6682471759235682,not asian
🍤,0.6694306931676511,asian
🔅,0.669495243237167,not asian
👊🏽,0.6739994817018453,not asian
✍,0.6743281306548387,not asian
🎮,0.6743281306548387,not asian
🐾,0.6748534402678148,not asian
🥗,0.6835534544946953,not asian
👑,0.6845483336540514,not asian
🧀,0.6857114864243339,asian
😨,0.6863378838660643,not asian
😯,0.687934518318338,asian
🔱,0.6897736671323144,not asian
🖊,0.6900859577456165,not asian
🇯🇵,0.6929049633436575,not asian
📱,0.6940010736358073,not asian
🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.6945559758399209,not asian
😽,0.7043874881933496,not asian
👇,0.7044453324989531,not asian
🚇,0.7054390938438908,asian
🤷🏼‍♀️,0.7057843228596146,not asian
📆,0.7119934622150044,not asian
👌🏽,0.7140772116887988,not asian
⏰,0.7154013220391501,not asian
🐛,0.7167483181271376,asian
😝,0.7183262061110824,not asian
👊🏼,0.7201295344562653,not asian
✊🏾,0.7213472288441232,not asian
🎢,0.7216403418923283,not asian
🗡,0.7221363537423742,asian
💛,0.7230721240492153,not asian
🇨🇭,0.7231974436950903,not asian
⛰,0.7250103293821172,not asian
🤞,0.7267192264617535,not asian
🙇🏾‍♀️,0.7283015544975114,not asian
🇹🇷,0.7316077174438657,not asian
🚀,0.7339639561055491,not asian
🥇,0.737847982772679,not asian
🌅,0.7406258258375883,not asian
⚓,0.7416165126584324,not asian
💬,0.7416165126584324,not asian
💥,0.7429857771426602,not asian
ℹ,0.7431310788830021,not asian
😅,0.743605003006597,not asian
💃🏿,0.7450400069661147,not asian
⏱,0.7483649829104906,not asian
🚩,0.748556515700785,not asian
🚓,0.7496858303043502,not asian
🌲,0.7496858303043502,not asian
🤦🏽‍♀️,0.75105263295992,not asian
🥅,0.751762207141746,not asian
💋,0.7541977591520338,asian
🔍,0.754671998710603,asian
🎡,0.754671998710603,not asian
📋,0.754671998710603,not asian
🇷🇺,0.7551748502067461,not asian
🌼,0.7554937482583768,not asian
🤫,0.7581866102982826,not asian
🍌,0.7588163101541577,not asian
🤷🏼‍♂️,0.759992280936131,not asian
🧠,0.7605570015214903,not asian
👠,0.762745461960195,not asian
🐸,0.7636901103594562,not asian
🏃‍♀️,0.7670972521300451,not asian
🚂,0.7670972521300451,not asian
🎆,0.7689810149212002,not asian
🤲🏽,0.7698380392419184,asian
😻,0.7703389007098291,not asian
✅,0.7726233200873804,not asian
🐟,0.7736456501669445,not asian
💌,0.7743727140161172,asian
🦇,0.775302120212909,not asian
🎞,0.7754896534542493,asian
📮,0.7759784445778128,not asian
🍔,0.776957683287873,not asian
🍹,0.7777523698581021,not asian
▶,0.7786122970286242,not asian
👈,0.7786122970286243,not asian
🇵🇸,0.7795009964421401,not asian
🥔,0.7809329010248761,asian
🏰,0.7830395358482347,not asian
🏊‍♂️,0.7830395358482347,not asian
🌧,0.7835700131118247,not asian
🤦🏼‍♀️,0.7836210485775393,not asian
🆕,0.7845864884227775,not asian
👨‍🍳,0.7846441361704826,not asian
👊🏻,0.7864000938321221,not asian
👌🏻,0.788088491185325,not asian
🥧,0.7901648678049127,not asian
👌🏼,0.7902835946958453,not asian
🎼,0.7906826764176297,not asian
😗,0.7915507793611171,asian
🇪🇸,0.7918098254870217,not asian
🍟,0.7932064988081249,asian
🚘,0.7937518064394303,not asian
💪🏼,0.7951156628631125,not asian
🍳,0.7955403427501421,not asian
🛢,0.7955403427501421,not asian
🤚🏻,0.795961605568337,not asian
🤕,0.797336068320604,not asian
🖋,0.7973550247865773,not asian
®,0.7983776869037913,not asian
🚪,0.7991048852799726,not asian
🥘,0.8009745967194077,not asian
💼,0.8009745967194077,not asian
🔌,0.8009745967194077,not asian
🤷🏿‍♂️,0.8043079793327237,not asian
🔨,0.8059747356641092,asian
🌟,0.808227699966654,not asian
🍨,0.8082630985116172,not asian
🤖,0.8098105001717242,not asian
🎇,0.8119321777989528,not asian
🐴,0.8130735178624355,not asian
🏥,0.813234089428374,not asian
🐮,0.8156179095309463,not asian
💁🏼,0.8156179095309463,not asian
👿,0.817503972570711,asian
🦕,0.8175140489733418,asian
🧢,0.8193203692716842,not asian
🔚,0.8193203692716842,not asian
🤚,0.8193203692716842,not asian
🐥,0.8230396329280747,not asian
🥛,0.8230396329280748,not asian
🏖,0.8232575637990036,not asian
🤦🏿‍♂️,0.8240181119827725,not asian
🤙🏿,0.8267757767514046,not asian
🔊,0.8274492026445708,not asian
🙋‍♀️,0.8283894692933041,not asian
🐲,0.8305288773388994,not asian
👗,0.8320231472388719,not asian
🏏,0.8323338487913199,not asian
🗽,0.8329393287708702,asian
🙌🏿,0.834675773617876,not asian
☝,0.83564018427564,asian
🥦,0.837392064075553,asian
🐭,0.837802821729543,asian
👰🏼,0.8380862569344077,not asian
🧘‍♀️,0.8380862569344077,not asian
🇮🇪,0.8381422828087379,asian
🙀,0.8384143519211289,not asian
🏅,0.8387433677725243,not asian
📩,0.839547786845349,not asian
💯,0.8402755426722857,not asian
🥜,0.8409516805838309,asian
💪🏽,0.8412660767848887,not asian
🇵🇹,0.84146972278645,not asian
⌛,0.84189069088073,not asian
🏙,0.84189069088073,not asian
👞,0.84189069088073,not asian
🎟,0.8419070557837633,not asian
🎷,0.8436435823276047,not asian
🥐,0.8442143804013879,asian
📺,0.8450912111472473,not asian
🖌,0.8457123914710076,not asian
☃,0.8457123914710076,not asian
🔬,0.8457123914710076,not asian
👢,0.8457123914710077,not asian
🐠,0.8458153422174901,not asian
🤙🏼,0.846630151883945,not asian
🤟,0.8476108447498374,not asian
🇨🇦,0.8479848720144313,not asian
🎩,0.8497632251810369,not asian
😸,0.8498651174604372,not asian
✏,0.8501520387094014,not asian
🙊,0.8526714435019923,not asian
✝,0.8534079063413105,not asian
🤲,0.8534079063413105,not asian
💁🏻,0.8534079063413105,not asian
🙆🏻‍♂️,0.8534079063413105,not asian
🏹,0.8537595437003129,not asian
🏴󠁧󠁢󠁳󠁣󠁴󠁿,0.8538603449922267,not asian
🙏🏿,0.8538603449922268,not asian
🚌,0.8547977657484156,asian
😈,0.8558778751370894,asian
👶,0.8566379902174426,not asian
🙋🏼,0.8572818783905434,not asian
#️⃣,0.8572818783905434,not asian
🎒,0.8572818783905434,not asian
🧙‍♀️,0.8572818783905434,not asian
🐝,0.8583586881897569,not asian
📞,0.8606225632708213,not asian
⛪,0.8611734326253795,not asian
🐙,0.863097625065559,not asian
☺,0.863829653157417,not asian
🔗,0.865082648827975,not asian
🐂,0.8650826488279751,not asian
🗺,0.866686345840626,not asian
🍖,0.8690096071424422,not asian
⛅,0.8690096071424422,not asian
✊🏽,0.8697863371198266,not asian
🏠,0.8712996107023073,not asian
📻,0.8728086966910684,not asian
3️⃣,0.8729543880764898,not asian
👜,0.8729543880764898,not asian
🚤,0.8729543880764898,not asian
✍🏻,0.8729543880764898,not asian
🎪,0.8737940918926415,not asian
🏈,0.8737940918926415,not asian
🦋,0.8744670312675143,not asian
🍿,0.875715697836342,not asian
⚫,0.8758140285963291,not asian
📉,0.8759214968928339,not asian
🌵,0.8759214968928339,not asian
🛏,0.8769170725030739,not asian
🐌,0.8769170725030739,not asian
💆🏻‍♀️,0.8769170725030739,not asian
🚙,0.8769170725030739,not asian
👋🏾,0.8773101345096507,not asian
🥩,0.8780445432688857,not asian
🍲,0.8793402999640065,not asian
🎅,0.8793402999640065,not asian
👻,0.8806231523957354,not asian
🍶,0.8808977416620531,not asian
🐇,0.8808977416620531,not asian
🐫,0.8808977416620531,not asian
👵🏼,0.8808977416620531,not asian
🌃,0.8808977416620533,not asian
🍁,0.8815901589552702,not asian
🤝,0.8822653520503596,asian
🙏🏻,0.8823067091878611,not asian
👏🏽,0.8826806873735829,not asian
⛵,0.8843857419918516,not asian
📍,0.8847222141124607,not asian
🍸,0.88478521670755,not asian
🏟,0.8848964771618544,not asian
🎸,0.8860311048836392,not asian
💁‍♀️,0.8861904325897354,not asian
🚢,0.8864895455480103,not asian
🎺,0.8864895455480103,not asian
🚼,0.888913360981143,not asian
🍢,0.8889133609811432,not asian
🇱🇹,0.8889133609811432,not asian
📄,0.8889133609811432,not asian
💭,0.8890911977225991,not asian
💃🏽,0.8901094853606442,not asian
🍬,0.8906561060148609,asian
🤷🏿‍♀️,0.8917313654999959,not asian
🕺🏿,0.892948475470504,not asian
👛,0.892948475470504,not asian
🛵,0.892948475470504,not asian
🗞,0.892948475470504,not asian
🧤,0.8929484754705042,not asian
👰,0.8954640392037078,not asian
🕊,0.8956365411017886,not asian
🚴🏼‍♂️,0.8970019033541274,not asian
🗓,0.8970019033541274,not asian
🇺🇾,0.8970019033541275,not asian
✋🏽,0.8970019033541275,not asian
🤵🏻,0.8970019033541275,not asian
🤛,0.8977532735053066,not asian
💪,0.8987237346332493,not asian
🇦🇷,0.8989943601610351,not asian
🔔,0.8991746131344558,not asian
😼,0.899739592180228,not asian
🍄,0.9010568778059835,not asian
1️⃣,0.9010568778059835,not asian
🛶,0.901073727731504,not asian
🚨,0.90205482722606,not asian
🕰,0.9038689922537059,not asian
🙅🏽‍♂️,0.9048031852332832,not asian
📯,0.9051640320791264,not asian
🚊,0.9051640320791264,not asian
☝🏻,0.9055605585914133,asian
♂,0.9061957265690662,not asian
🦄,0.9070118879641844,not asian
🏊‍♀️,0.9072029166526006,not asian
🍇,0.9072029166526006,not asian
🍷,0.9078888187675829,not asian
😶,0.9086002091220846,not asian
👁,0.9092381178444241,not asian
🖼,0.909272900252201,not asian
🙆🏿‍♀️,0.909272900252201,not asian
🇪🇬,0.909272900252201,not asian
👩‍🎓,0.909272900252201,not asian
💆🏾‍♀️,0.909272900252201,not asian
😿,0.9103369879246563,not asian
🤛🏼,0.911263289646282,not asian
❓,0.911263289646282,not asian
🙋,0.9115882533437512,not asian
🇵🇱,0.9130666867709646,not asian
👕,0.9132816315042325,not asian
🔒,0.9134004164863637,not asian
🙆🏽‍♂️,0.9134004164863637,not asian
🇳🇴,0.9134004164863637,not asian
🛀,0.9134004164863637,not asian
🌓,0.9134004164863637,not asian
🇮🇷,0.9134004164863637,not asian
🧞‍♂️,0.9134004164863637,not asian
🌦,0.9134004164863637,not asian
🚔,0.9134004164863637,not asian
🛁,0.9134004164863637,not asian
🇿🇼,0.9134004164863637,not asian
🏞,0.9134004164863637,not asian
💺,0.9134004164863637,not asian
😧,0.9135835607348768,not asian
🐄,0.9152917293441906,not asian
🌏,0.9165073563431543,not asian
🙌,0.9167959785905151,not asian
🔮,0.9171128134861748,not asian
🙋🏽‍♀️,0.9171128134861748,not asian
🧚🏻‍♀️,0.9175466653994071,not asian
🖍,0.9175466653994071,not asian
🐁,0.9175466653994071,not asian
🔭,0.9175466653994071,not asian
⛷,0.9175466653994071,not asian
👂🏻,0.9175466653994071,not asian
🇺🇸,0.9182173472749353,not asian
✊🏻,0.9184482624552328,not asian
😬,0.9186439024667111,not asian
🕸,0.9192861094490847,not asian
🙄,0.9195808529079064,not asian
💁🏼‍♀️,0.9197769347429396,not asian
🐺,0.9197769347429396,not asian
🎙,0.9197769347429398,not asian
🎓,0.9197769347429398,not asian
🍂,0.9202405868218023,not asian
👂,0.9212698320258765,not asian
👩🏼‍⚕️,0.9217117319930129,not asian
📒,0.9217117319930129,not asian
👼🏼,0.9217117319930129,not asian
🚜,0.9217117319930129,not asian
🛠,0.9217117319930129,not asian
🕵,0.9217117319930129,not asian
🤟🏿,0.9217117319930129,not asian
💂‍♀️,0.9217117319930129,not asian
🍓,0.9218689764403295,not asian
🌌,0.9237213979554044,not asian
👋🏽,0.9237213979554044,not asian
🤷🏻‍♀️,0.9250790802019221,not asian
💠,0.9252088861119858,not asian
🛎,0.9252088861119858,not asian
🐊,0.9252088861119858,not asian
🏐,0.9252088861119858,not asian
🌍,0.925581946550208,not asian
🤲🏼,0.925895701654494,not asian
🏢,0.925895701654494,not asian
✒,0.925895701654494,not asian
🤵🏼,0.925895701654494,not asian
🐃,0.925895701654494,not asian
🇪🇷,0.925895701654494,not asian
📜,0.925895701654494,not asian
🦈,0.926315506722442,not asian
👇🏻,0.9263897788381247,not asian
💊,0.9271636110675134,not asian
🍉,0.9275481937518921,asian
🎄,0.9287675316039499,not asian
😴,0.9296796660709749,not asian
🇸🇪,0.9300040276282389,asian
🚴🏻‍♂️,0.9300986601585426,not asian
🕋,0.9300986601585426,not asian
🚶‍♀️,0.9300986601585426,not asian
🙅‍♂️,0.9300986601585426,not asian
🚶‍♂️,0.9300986601585426,not asian
🦗,0.9300986601585426,not asian
🌞,0.9304749618767454,not asian
💅🏾,0.9310418759217896,not asian
🔋,0.9314151235834454,not asian
🙅🏽‍♀️,0.932220389286656,asian
📌,0.9326710211849378,not asian
🥖,0.9329647560412334,not asian
☝🏼,0.9329647560412334,not asian
🌕,0.9329647560412334,not asian
🥒,0.9329647560412334,not asian
🌤,0.9329647560412334,not asian
👨‍💻,0.9343206936689883,not asian
🤰,0.9343206936689883,not asian
🏋🏽‍♀️,0.9343206936689883,not asian
🏒,0.9343206936689883,not asian
🚴🏽‍♀️,0.9343206936689883,not asian
↗,0.9343206936689883,not asian
🤞🏿,0.9343206936689883,not asian
🚮,0.9361714132063881,not asian
💃🏾,0.9363199019272266,not asian
🦉,0.9363915665304319,not asian
💁🏾‍♀️,0.9367762885171544,not asian
🇮🇳,0.9367762885171544,not asian
🐯,0.9376157080671536,not asian
🏌,0.9385618887405628,not asian
💈,0.9385618887405628,not asian
🧚🏼‍♂️,0.9385618887405628,not asian
🔩,0.9385618887405628,not asian
🥡,0.9385618887405628,not asian
👐🏻,0.9385618887405628,not asian
👼🏽,0.9385618887405628,not asian
🙋🏽‍♂️,0.9386642201470561,not asian
👸🏽,0.9386642201470561,not asian
™,0.9388987129944749,not asian
⛺,0.9393385796872267,asian
🍊,0.9399835409834247,not asian
🏎,0.9400393392200888,not asian
🥉,0.9405397628600903,not asian
👶🏽,0.9405397628600903,not asian
📢,0.9406042431301234,not asian
🍦,0.9410819496319798,not asian
🦊,0.9417744977002707,not asian
👓,0.9424025273954356,not asian
🏴󠁧󠁢󠁷󠁬󠁳󠁿,0.9426613167796898,not asian
🤙🏾,0.9426613167796898,not asian
🇨🇷,0.9428223323206729,not asian
👃,0.9428223323206729,not asian
✍🏽,0.9428223323206729,not asian
⛩,0.9428223323206729,not asian
🧚‍♂️,0.9428223323206729,not asian
🖇,0.9428223323206729,not asian
👴🏼,0.9428223323206729,not asian
💇‍♀️,0.9428223323206729,not asian
🔦,0.9428223323206729,not asian
🇹🇭,0.9428223323206729,not asian
☢,0.9428223323206729,not asian
🔻,0.9428223323206729,not asian
🤷🏻,0.9428223323206729,not asian
💏,0.9428223323206729,not asian
🎅🏻,0.9428223323206729,not asian
🚣,0.9428223323206729,not asian
🚶🏽‍♀️,0.9428223323206729,not asian
🤴🏻,0.9428223323206729,not asian
❄,0.9430906440925816,not asian
🍀,0.9442502221798609,not asian
👬,0.9442521118434333,not asian
🇰🇷,0.9442521118434333,not asian
🌮,0.9442521118434333,not asian
2️⃣,0.9442521118434333,not asian
🕺🏽,0.9444174638878274,not asian
😏,0.9445538804468739,not asian
✋,0.9447851819804394,not asian
🥥,0.9447851819804394,not asian
🤙🏽,0.9452867232433091,not asian
👖,0.9460881009656112,not asian
⬅,0.9460881009656112,not asian
🔵,0.9461182192119707,not asian
🐧,0.946648678741445,asian
⚠,0.9470074427465259,not asian
🍮,0.9471021117511819,not asian
🚖,0.9471021117511819,not asian
📐,0.9471021117511819,not asian
🌔,0.9471021117511819,not asian
🏃🏽,0.9471021117511819,not asian
🤰🏻,0.9471021117511819,not asian
🦃,0.9471021117511819,not asian
👩🏻‍💻,0.9471021117511819,not asian
🤸🏾‍♀️,0.9471021117511819,not asian
🥙,0.9471021117511819,not asian
🕉,0.9471021117511819,not asian
👈🏽,0.9471021117511819,not asian
🇺🇬,0.9471021117511819,not asian
💂🏿‍♂️,0.9471021117511819,not asian
🔑,0.9471057600347623,not asian
🏉,0.9471057600347623,not asian
🏃🏼‍♀️,0.9479100654595048,not asian
👮,0.9485017210307483,not asian
😫,0.9493633081805625,asian
💡,0.9496861957406558,not asian
🥈,0.9497175611622326,not asian
🚽,0.9497175611622326,not asian
💁🏻‍♂️,0.9497175611622326,not asian
🇦🇹,0.9500579737667154,asian
☝🏾,0.950518854060415,not asian
〽,0.9514013147701981,not asian
💆🏽‍♂️,0.9514013147701981,not asian
🤛🏻,0.9514013147701981,not asian
7️⃣,0.9514013147701981,not asian
🚦,0.9514013147701981,not asian
🚅,0.9514013147701981,not asian
👩‍🔬,0.9514013147701981,not asian
♿,0.9514013147701981,not asian
🙅🏼‍♀️,0.9514013147701981,not asian
🧬,0.9514013147701981,not asian
🏄🏾‍♀️,0.9514013147701981,not asian
🏊🏻‍♀️,0.9515101281859544,not asian
⁉,0.9515101281859544,not asian
🍯,0.9516380548971705,not asian
👉🏽,0.9532872899773576,not asian
🍵,0.9532872899773576,not asian
🦌,0.9532872899773576,not asian
👇🏾,0.9534581300296106,not asian
🐐,0.9552611270932292,not asian
♊,0.955720029513873,not asian
8️⃣,0.955720029513873,not asian
🙇🏿‍♂️,0.955720029513873,not asian
👩🏽,0.955720029513873,not asian
🤴🏽,0.955720029513873,not asian
💁🏽‍♂️,0.955720029513873,not asian
🏨,0.955720029513873,not asian
💁🏾,0.955720029513873,not asian
👩🏻,0.955720029513873,not asian
🚚,0.955720029513873,not asian
🙆🏼‍♀️,0.955720029513873,not asian
⚜,0.955720029513873,not asian
🏄🏼‍♀️,0.955720029513873,not asian
♉,0.955720029513873,not asian
🎰,0.955720029513873,not asian
👆,0.9561710412950697,not asian
☕,0.9562990598401059,not asian
⚡,0.9563405835982753,not asian
⚖,0.9567934020743809,not asian
🧚‍♀️,0.9567934020743809,not asian
👆🏾,0.9567934020743809,not asian
💆🏽‍♀️,0.9567934020743809,not asian
🤘🏾,0.9567950211991668,not asian
🏁,0.9574145017912662,not asian
⬆,0.9579801431508687,not asian
💃🏼,0.9580294726999541,not asian
✌🏻,0.9581364815088409,not asian
🔜,0.9581514491789632,not asian
🇮🇹,0.9581688169663826,asian
👍🏽,0.9582822218911043,not asian
📕,0.958366712895419,not asian
🐚,0.9585213062281417,not asian
🦒,0.9585213062281417,not asian
👶🏼,0.9585213062281417,not asian
🐨,0.9585213062281417,not asian
🐡,0.9585213062281417,not asian
🤲🏾,0.9585213062281417,not asian
🌫,0.9585213062281417,not asian
👯,0.9585213062281417,not asian
👎🏾,0.9585213062281417,not asian
💅,0.9587299604520948,asian
🥃,0.9591307748750821,not asian
🥁,0.9592249926988794,not asian
🤞🏾,0.9598472265566748,not asian
🤺,0.9600583445182063,not asian
👂🏾,0.9600583445182063,not asian
🛰,0.9600583445182063,not asian
✍🏾,0.9600583445182063,not asian
🕐,0.9600583445182063,not asian
🤸🏼‍♂️,0.9600583445182063,not asian
9️⃣,0.9600583445182063,not asian
🏂,0.9600583445182063,not asian
🔰,0.9600583445182063,not asian
🤱,0.9600583445182063,not asian
🤴🏿,0.9600583445182063,not asian
🚡,0.9600583445182063,not asian
🏓,0.9602317102686421,not asian
🌭,0.9602317102686421,not asian
🌯,0.9602317102686422,not asian
💫,0.9613322471636625,not asian
✔,0.9615702232613484,not asian
😋,0.9619081278391015,not asian
👵🏻,0.9619240368357191,not asian
🏌️‍♀️,0.9619240368357191,not asian
🍏,0.9633027445213428,not asian
🙆🏾‍♀️,0.9633027445213429,not asian
🏔,0.9635976840514493,not asian
🍍,0.9642960822851954,not asian
👸🏼,0.9643014674007278,not asian
📚,0.9643662456800818,not asian
🇰🇪,0.9644163487208595,not asian
👩‍👧,0.9644163487208595,not asian
🏺,0.9644163487208595,not asian
🖐🏾,0.9644163487208595,not asian
🙅🏿‍♂️,0.9644163487208595,not asian
💆,0.9644163487208595,not asian
👨‍❤️‍👨,0.9644163487208595,not asian
👨🏻‍🎓,0.9644163487208595,not asian
👩🏽‍🎓,0.9644163487208595,not asian
🖐🏽,0.9644163487208595,not asian
🆙,0.9644163487208595,not asian
🌰,0.9644163487208595,not asian
🔓,0.9644163487208595,not asian
🚭,0.9644163487208595,not asian
👩🏻‍🎤,0.9644163487208595,not asian
🤜🏻,0.9652520236995895,not asian
🍚,0.9652520236995895,not asian
🏊,0.9652520236995895,not asian
🇿🇦,0.9652520236995895,not asian
🇬🇭,0.9652894057502931,not asian
🌷,0.9653822291510528,not asian
🌝,0.9660504534008252,not asian
🚁,0.9662664411116458,not asian
🌊,0.9672050799998649,not asian
👶🏻,0.9672324541734884,not asian
👟,0.9677854849125156,not asian
🐉,0.9681873247663172,not asian
🤘🏻,0.9684629786211136,not asian
🏛,0.9685001233525294,not asian
📅,0.9685001233525294,not asian
🐽,0.9685001233525294,not asian
🚐,0.9687941314629779,not asian
🙇‍♀️,0.9687941314629779,not asian
🧙🏻‍♂️,0.9687941314629779,not asian
👨‍✈️,0.9687941314629779,not asian
🎋,0.9687941314629779,not asian
♓,0.9687941314629779,not asian
🚷,0.9687941314629779,not asian
💂,0.9687941314629779,not asian
🚴🏽‍♂️,0.9687941314629779,not asian
🚶🏻‍♂️,0.9687941314629779,not asian
🇱🇷,0.9687941314629779,not asian
🇺🇲,0.9687941314629779,not asian
🇦🇱,0.9687941314629779,not asian
🙋🏾,0.9687941314629779,not asian
👩‍🏫,0.9687941314629779,not asian
🤰🏾,0.9687941314629779,not asian
🔝,0.9691336117012811,not asian
🚴‍♀️,0.9697973569723555,not asian
🕺🏾,0.9697973569723555,not asian
🐩,0.9698859571975531,not asian
