Emoji,P-value,ethnicity
👩🏽‍🏫,5.387648681487455e-06,not hispanic
👨🏾‍🍳,5.387648681487455e-06,not hispanic
🏋🏻‍♂️,5.387648681487455e-06,not hispanic
📫,5.387648681487455e-06,not hispanic
🇨🇱,5.387648681487455e-06,not hispanic
🚴🏻,5.387648681487455e-06,not hispanic
🧁,5.387648681487455e-06,not hispanic
🕵🏼‍♂️,5.387648681487455e-06,not hispanic
🤽🏻‍♂️,5.387648681487455e-06,not hispanic
🇩🇴,5.387648681487455e-06,not hispanic
🚶🏿‍♀️,5.387648681487455e-06,not hispanic
👳,5.387648681487455e-06,not hispanic
🚞,5.387648681487455e-06,not hispanic
🇲🇰,5.387648681487455e-06,not hispanic
👨🏻‍🏫,5.387648681487455e-06,hispanic
🤦🏾,5.387648681487455e-06,not hispanic
🧛🏽‍♀️,5.387648681487455e-06,not hispanic
🕓,5.387648681487455e-06,not hispanic
📵,5.387648681487455e-06,not hispanic
🤲🏻,5.387648681487455e-06,not hispanic
👨🏽‍🎨,5.387648681487455e-06,not hispanic
🏊🏼,5.387648681487455e-06,not hispanic
👩‍🚒,5.387648681487455e-06,not hispanic
🤘🏿,5.387648681487455e-06,not hispanic
🚏,5.387648681487455e-06,not hispanic
👩‍✈️,5.387648681487455e-06,not hispanic
🧝‍♀️,5.387648681487455e-06,not hispanic
🚣🏼‍♂️,5.387648681487455e-06,not hispanic
👱🏼‍♀️,5.387648681487455e-06,not hispanic
👩🏻‍🔬,5.387648681487455e-06,not hispanic
👩🏿,5.387648681487455e-06,not hispanic
👨🏼‍🎤,5.387648681487455e-06,not hispanic
👱‍♀️,5.387648681487455e-06,not hispanic
🧝🏼‍♀️,5.387648681487455e-06,not hispanic
👩🏻‍🍳,5.387648681487455e-06,not hispanic
👩‍👩‍👧‍👧,5.387648681487455e-06,not hispanic
💁🏿‍♀️,5.387648681487455e-06,not hispanic
🏋🏼‍♀️,5.387648681487455e-06,not hispanic
🗒,5.387648681487455e-06,not hispanic
🚣🏻‍♀️,5.387648681487455e-06,not hispanic
🧕,5.387648681487455e-06,not hispanic
🕕,5.387648681487455e-06,not hispanic
👮🏻‍♂️,5.387648681487455e-06,not hispanic
🧓,5.387648681487455e-06,not hispanic
🧔🏽,5.387648681487455e-06,not hispanic
👨🏻‍⚕️,5.387648681487455e-06,not hispanic
☔,8.90967898809094e-06,hispanic
🙋🏻‍♂️,9.49834758719454e-06,hispanic
🐐,1.3277662720077248e-05,hispanic
🧕🏻,5.23769837248971e-05,not hispanic
🙅🏼,5.23769837248971e-05,not hispanic
👨‍👩‍👦‍👦,5.23769837248971e-05,not hispanic
👨‍👦‍👦,5.23769837248971e-05,not hispanic
🦟,5.23769837248971e-05,not hispanic
👦🏼,5.23769837248971e-05,not hispanic
🇧🇲,5.23769837248971e-05,not hispanic
🥺,5.23769837248971e-05,not hispanic
👐🏽,5.23769837248971e-05,not hispanic
🧙,5.23769837248971e-05,not hispanic
🧘🏼‍♂️,5.23769837248971e-05,not hispanic
🥵,5.23769837248971e-05,not hispanic
👩🏼‍🎤,5.23769837248971e-05,not hispanic
👨‍🚀,5.23769837248971e-05,not hispanic
🔂,5.23769837248971e-05,not hispanic
🇧🇦,5.23769837248971e-05,not hispanic
⛑,5.23769837248971e-05,not hispanic
🏄🏻‍♂️,5.23769837248971e-05,not hispanic
🧚🏻‍♂️,5.23769837248971e-05,not hispanic
🆚,5.23769837248971e-05,not hispanic
✋🏿,5.23769837248971e-05,not hispanic
👨‍🔧,5.23769837248971e-05,not hispanic
🇬🇪,5.23769837248971e-05,not hispanic
👨‍🚒,5.23769837248971e-05,not hispanic
🧜🏾‍♀️,5.23769837248971e-05,not hispanic
🙋🏿‍♀️,5.23769837248971e-05,not hispanic
🤾🏻‍♂️,5.23769837248971e-05,not hispanic
🏄🏼‍♂️,5.23769837248971e-05,not hispanic
👵🏽,5.23769837248971e-05,not hispanic
🦢,5.23769837248971e-05,not hispanic
👦🏻,5.23769837248971e-05,not hispanic
👦🏾,5.23769837248971e-05,not hispanic
🇻🇳,5.23769837248971e-05,not hispanic
👩🏼‍🌾,5.23769837248971e-05,not hispanic
🆓,5.23769837248971e-05,not hispanic
🇧🇩,5.23769837248971e-05,not hispanic
🎐,5.23769837248971e-05,not hispanic
🧚,5.23769837248971e-05,not hispanic
👨🏻‍🎨,5.23769837248971e-05,not hispanic
🇽🇰,5.23769837248971e-05,not hispanic
🍥,5.23769837248971e-05,not hispanic
🤳🏼,5.23769837248971e-05,not hispanic
⛹️‍♀️,5.23769837248971e-05,not hispanic
👩🏻‍✈️,5.23769837248971e-05,not hispanic
🖐🏿,5.23769837248971e-05,not hispanic
🇲🇾,5.23769837248971e-05,not hispanic
👩🏾‍🎓,5.23769837248971e-05,not hispanic
🧘🏼‍♀️,5.23769837248971e-05,not hispanic
🏣,5.23769837248971e-05,not hispanic
👩‍❤️‍👨,5.23769837248971e-05,not hispanic
⚰,8.353276396540666e-05,hispanic
🤛🏼,8.718997309048728e-05,hispanic
⚽,9.746928442961544e-05,hispanic
💩,0.00011905756771422299,hispanic
🙌🏾,0.00013882341565787942,hispanic
✉,0.00019288547426334312,hispanic
🎉,0.00022753383102544679,hispanic
🚵‍♀️,0.00024220605703750833,not hispanic
🕢,0.00024220605703750833,not hispanic
👨🏼‍🏫,0.00024220605703750833,not hispanic
🚃,0.00024220605703750833,not hispanic
🤦🏽,0.00024220605703750833,not hispanic
👩🏻‍🎨,0.00024220605703750833,not hispanic
👨🏼‍🎓,0.00024220605703750833,not hispanic
💆🏻,0.00024220605703750833,not hispanic
📔,0.00024220605703750833,not hispanic
🆒,0.00024220605703750833,not hispanic
🥬,0.00024220605703750833,not hispanic
🚾,0.00024220605703750833,not hispanic
🧗‍♂️,0.00024220605703750833,not hispanic
🕴🏾,0.00024220605703750833,not hispanic
👨🏼‍💻,0.00024220605703750833,not hispanic
🧛‍♀️,0.00024220605703750833,not hispanic
🏦,0.00024220605703750833,not hispanic
👧🏻,0.00024220605703750833,not hispanic
🤼‍♂️,0.00024220605703750833,not hispanic
♍,0.00024220605703750833,not hispanic
🤷🏽,0.00024220605703750833,not hispanic
🕍,0.00024220605703750833,not hispanic
🤚🏿,0.00024220605703750833,not hispanic
🖨,0.00024220605703750833,not hispanic
👸🏿,0.00024220605703750833,not hispanic
♌,0.00024220605703750833,not hispanic
👨‍👨‍👧‍👦,0.00024220605703750833,not hispanic
🏌🏽‍♂️,0.00024220605703750833,not hispanic
🤶,0.00024220605703750833,not hispanic
👧🏽,0.00024220605703750833,not hispanic
👨‍🌾,0.00024220605703750833,not hispanic
⛹,0.00024220605703750833,not hispanic
🙇🏼‍♀️,0.00024220605703750833,not hispanic
🤦🏻,0.00024220605703750833,not hispanic
🧜🏻‍♂️,0.00024220605703750833,not hispanic
📠,0.00024220605703750833,not hispanic
🇧🇭,0.00024220605703750833,not hispanic
🤰🏼,0.00024220605703750833,not hispanic
👩🏻‍🎓,0.00028633004693203904,hispanic
🇮🇷,0.0002867452426777902,hispanic
🧞‍♂️,0.0002867452426777902,hispanic
❣,0.000405115294342994,hispanic
👏🏼,0.0004573424639783542,hispanic
🤸🏽‍♀️,0.0007308233527326656,not hispanic
📎,0.0007308233527326656,not hispanic
💆🏼‍♂️,0.0007308233527326656,not hispanic
🕑,0.0007308233527326656,not hispanic
👨‍🎤,0.0007308233527326656,not hispanic
🇨🇾,0.0007308233527326656,not hispanic
🚰,0.0007308233527326656,not hispanic
🦜,0.0007308233527326656,not hispanic
🎦,0.0007308233527326656,not hispanic
🇨🇰,0.0007308233527326656,not hispanic
🎗,0.0007308233527326656,not hispanic
🇺🇦,0.0007308233527326656,not hispanic
⚛,0.0007308233527326656,not hispanic
🛣,0.0007308233527326656,not hispanic
🏄🏻‍♀️,0.0007308233527326656,not hispanic
👩🏾,0.0007308233527326656,not hispanic
👝,0.0007308233527326656,not hispanic
🤛🏽,0.0007308233527326656,not hispanic
🤹‍♂️,0.0007308233527326656,not hispanic
🧞,0.0007308233527326656,not hispanic
🚝,0.0007308233527326656,not hispanic
🧝🏾‍♀️,0.0007308233527326656,not hispanic
🕴,0.0007308233527326656,not hispanic
♏,0.0007308233527326656,not hispanic
🇧🇬,0.0007308233527326656,not hispanic
💆🏻‍♂️,0.0007308233527326656,not hispanic
👷‍♂️,0.0007308233527326656,not hispanic
👨‍👦,0.0007308233527326656,not hispanic
🇷🇸,0.0007308233527326656,not hispanic
🚺,0.0007308233527326656,not hispanic
🏃🏻,0.0007308233527326656,not hispanic
↘,0.0007308233527326656,not hispanic
🚥,0.0007308233527326656,not hispanic
🚶🏾‍♀️,0.0007308233527326656,not hispanic
🏪,0.0007308233527326656,not hispanic
🏌🏽‍♀️,0.0007308233527326656,not hispanic
⛲,0.0007308233527326656,not hispanic
🏴‍☠️,0.0007308233527326656,not hispanic
🧟,0.0007308233527326656,not hispanic
🔄,0.0007308233527326656,not hispanic
⛓,0.0007308233527326656,not hispanic
👩🏼‍🎓,0.0007308233527326656,not hispanic
🖖🏾,0.0007308233527326656,not hispanic
👨🏾‍💻,0.0007308233527326656,not hispanic
🧛🏻‍♂️,0.0007308233527326656,not hispanic
🔖,0.0007308233527326656,hispanic
☝🏿,0.0007308233527326656,not hispanic
💁🏽,0.0007308233527326656,not hispanic
🖖🏼,0.0007308233527326656,not hispanic
🥫,0.0007308233527326656,not hispanic
🕒,0.0016862638986276214,not hispanic
🏊🏼‍♂️,0.0016862638986276214,not hispanic
🎌,0.0016862638986276214,not hispanic
🚵,0.0016862638986276214,not hispanic
🧖‍♀️,0.0016862638986276214,not hispanic
👱🏻‍♀️,0.0016862638986276214,not hispanic
💇‍♂️,0.0016862638986276214,not hispanic
🧛🏻‍♀️,0.0016862638986276214,not hispanic
👨‍⚕️,0.0016862638986276214,not hispanic
👨🏾‍🚀,0.0016862638986276214,not hispanic
📓,0.0016862638986276214,not hispanic
📧,0.0016862638986276214,not hispanic
🏋🏼‍♂️,0.0016862638986276214,not hispanic
🎏,0.0016862638986276214,not hispanic
👨‍👩‍👧‍👧,0.0016862638986276214,not hispanic
🧙🏼‍♂️,0.0016862638986276214,not hispanic
🏘,0.0016862638986276214,not hispanic
💆🏼,0.0016862638986276214,not hispanic
🏋🏾‍♀️,0.0016862638986276214,not hispanic
🇦🇪,0.0016862638986276214,not hispanic
🙇🏽,0.0016862638986276214,not hispanic
🧜🏽‍♀️,0.0016862638986276214,not hispanic
🤴🏾,0.0016862638986276214,not hispanic
🧘🏻‍♀️,0.0016862638986276214,not hispanic
👰🏾,0.0016862638986276214,hispanic
🎽,0.0016862638986276214,not hispanic
🏸,0.0016862638986276214,not hispanic
🇱🇻,0.0016862638986276214,not hispanic
⚕,0.0016862638986276214,not hispanic
🗂,0.0016862638986276214,not hispanic
💝,0.0018562610224134518,hispanic
🍛,0.0025434648077302317,hispanic
🤼‍♀️,0.003250484057319595,not hispanic
🤦🏿‍♀️,0.003250484057319595,not hispanic
🙆🏿‍♂️,0.003250484057319595,not hispanic
👨‍❤️‍💋‍👨,0.003250484057319595,not hispanic
🏚,0.003250484057319595,not hispanic
🙇,0.003250484057319595,not hispanic
💆‍♀️,0.003250484057319595,not hispanic
🏇🏻,0.003250484057319595,not hispanic
📼,0.003250484057319595,not hispanic
👂🏽,0.003250484057319595,not hispanic
🏗,0.003250484057319595,not hispanic
⚱,0.003250484057319595,not hispanic
💾,0.003250484057319595,not hispanic
👩🏼‍💻,0.003250484057319595,not hispanic
🐫,0.004240398255419827,hispanic
✌🏽,0.005184247864039155,hispanic
🤷🏾,0.005521027063930378,not hispanic
🕵🏼‍♀️,0.005521027063930378,not hispanic
👩🏾‍💻,0.005521027063930378,not hispanic
🧘‍♂️,0.005521027063930378,not hispanic
🧘🏽‍♀️,0.005521027063930378,hispanic
🧙🏻‍♀️,0.005521027063930378,not hispanic
🧗‍♀️,0.005521027063930378,not hispanic
🏄,0.005521027063930378,not hispanic
👨‍🎨,0.005521027063930378,not hispanic
🗯,0.005521027063930378,not hispanic
👈🏼,0.005521027063930378,not hispanic
👋🏿,0.005521027063930378,not hispanic
🇹🇳,0.005521027063930378,not hispanic
👨🏻‍💻,0.005521027063930378,not hispanic
👨‍👧,0.005521027063930378,not hispanic
♎,0.005521027063930378,not hispanic
📂,0.005521027063930378,not hispanic
🖖🏻,0.005521027063930378,not hispanic
📬,0.005521027063930378,not hispanic
🤸🏻‍♀️,0.005521027063930378,not hispanic
👐🏼,0.005521027063930378,not hispanic
🕵🏻‍♂️,0.005521027063930378,not hispanic
🏜,0.005521027063930378,not hispanic
🧞‍♀️,0.008549104396248753,not hispanic
👷‍♀️,0.008549104396248753,not hispanic
📏,0.008549104396248753,not hispanic
🚈,0.008549104396248753,not hispanic
⏲,0.008549104396248753,not hispanic
🙇🏻‍♂️,0.008549104396248753,not hispanic
👨‍👩‍👧,0.008549104396248753,not hispanic
👪,0.008549104396248753,not hispanic
🚉,0.008549104396248753,not hispanic
🏮,0.008549104396248753,not hispanic
🎳,0.008549104396248753,not hispanic
🚵‍♂️,0.008549104396248753,not hispanic
📘,0.008549104396248753,not hispanic
🌉,0.008549104396248753,not hispanic
🕘,0.008549104396248753,not hispanic
👨‍🔬,0.008549104396248753,not hispanic
🧔,0.008549104396248753,not hispanic
🧔🏻,0.008549104396248753,not hispanic
⚗,0.008549104396248753,not hispanic
🙅🏼‍♂️,0.008549104396248753,not hispanic
📚,0.009980079932961844,hispanic
🛥,0.01234636615470328,not hispanic
👨🏻‍🚀,0.01234636615470328,not hispanic
💁🏼‍♂️,0.01234636615470328,not hispanic
👩‍🎨,0.01234636615470328,not hispanic
🇸🇬,0.01234636615470328,not hispanic
💇🏻‍♂️,0.01234636615470328,not hispanic
🧘🏾‍♀️,0.01234636615470328,not hispanic
🧙‍♂️,0.01234636615470328,not hispanic
♣,0.01234636615470328,not hispanic
👩🏽‍💻,0.01234636615470328,not hispanic
💇🏻‍♀️,0.01234636615470328,not hispanic
🌘,0.01234636615470328,not hispanic
🚶🏼‍♀️,0.01234636615470328,not hispanic
🙅🏻,0.01234636615470328,not hispanic
🏫,0.01234636615470328,not hispanic
🚶🏻,0.01234636615470328,not hispanic
👉🏿,0.01234636615470328,not hispanic
👘,0.01234636615470328,not hispanic
🙋🏽‍♀️,0.016877813959255417,hispanic
🗻,0.016894535721067014,not hispanic
🇨🇮,0.016894535721067014,not hispanic
🇨🇿,0.016894535721067014,not hispanic
✌🏿,0.016894535721067014,not hispanic
🇫🇮,0.016894535721067014,not hispanic
🇸🇳,0.016894535721067014,not hispanic
♋,0.016894535721067014,not hispanic
6️⃣,0.016894535721067014,not hispanic
🎎,0.016894535721067014,not hispanic
👨‍👩‍👧‍👦,0.022154764806197012,not hispanic
🌖,0.022154764806197012,not hispanic
🙇‍♂️,0.022154764806197012,not hispanic
🕌,0.022154764806197012,not hispanic
🛤,0.022154764806197012,not hispanic
👩‍🌾,0.022154764806197012,not hispanic
☯,0.022154764806197012,not hispanic
🚄,0.022154764806197012,not hispanic
👃🏻,0.028075426428146442,not hispanic
🏌🏻‍♂️,0.028075426428146442,not hispanic
👮‍♀️,0.028075426428146442,not hispanic
🧛‍♂️,0.028075426428146442,not hispanic
🧣,0.028075426428146442,not hispanic
🌗,0.028075426428146442,not hispanic
4️⃣,0.028075426428146442,not hispanic
🛋,0.028075426428146442,not hispanic
🤚🏾,0.028075426428146442,not hispanic
🧚🏽‍♀️,0.028075426428146442,not hispanic
😜,0.028196217356385105,hispanic
🎂,0.02843529777497691,hispanic
🐣,0.02987596700455737,hispanic
🕛,0.03459806750625716,not hispanic
🖐🏻,0.03459806750625716,not hispanic
👩‍⚕️,0.03459806750625716,not hispanic
👩‍🍳,0.03459806750625716,not hispanic
🥟,0.03459806750625716,not hispanic
5️⃣,0.03459806750625716,not hispanic
🔁,0.03459806750625716,not hispanic
👼🏻,0.03459806750625716,not hispanic
📙,0.03459806750625716,not hispanic
🚬,0.0347691160097303,hispanic
🎛,0.041661689460766795,not hispanic
🚆,0.041661689460766795,not hispanic
📗,0.041661689460766795,not hispanic
⛴,0.041661689460766795,not hispanic
🎿,0.041661689460766795,not hispanic
👨‍🎓,0.041661689460766795,not hispanic
🏋🏻,0.041661689460766795,not hispanic
👴,0.041661689460766795,not hispanic
🤦🏾‍♀️,0.0462622412840271,hispanic
👇🏼,0.04768557873037521,hispanic
🌇,0.04920567312936813,not hispanic
👤,0.04920567312936813,not hispanic
🤚🏽,0.04920567312936813,not hispanic
🙅🏻‍♂️,0.04920567312936813,not hispanic
🇳🇿,0.04920567312936813,not hispanic
💽,0.04920567312936813,not hispanic
🎚,0.04920567312936813,not hispanic
🌛,0.04920567312936813,not hispanic
🧥,0.04920567312936813,not hispanic
😇,0.0544192851737843,not hispanic
👵,0.05717167328175331,not hispanic
🙇🏽‍♂️,0.05717167328175331,not hispanic
🖱,0.05717167328175331,not hispanic
🗼,0.05717167328175331,not hispanic
🌒,0.05717167328175331,not hispanic
🏄‍♂️,0.05717167328175331,not hispanic
🃏,0.05717167328175331,not hispanic
🌄,0.05717167328175331,not hispanic
⬅,0.05779766239663684,hispanic
👍,0.061369297764133836,not hispanic
🗑,0.06268105390221958,hispanic
📿,0.06550476303521685,not hispanic
📊,0.06550476303521685,not hispanic
👰🏽,0.06550476303521685,not hispanic
🤦🏻‍♂️,0.06730901833178607,hispanic
🛌,0.07415405010807796,not hispanic
🌂,0.07415405010807796,not hispanic
😘,0.07579106610951576,hispanic
⌨,0.0830729321912355,not hispanic
🕵️‍♀️,0.0830729321912355,not hispanic
🌜,0.0830729321912355,not hispanic
🎵,0.0845285357003462,hispanic
👶🏽,0.08638812933928851,hispanic
😾,0.09221911349574768,not hispanic
🙇🏻‍♀️,0.09221911349574768,not hispanic
👸🏽,0.09427143972405247,hispanic
🔘,0.09799692765320003,hispanic
🇵🇸,0.10131232710143422,hispanic
🇲🇦,0.10155446943291595,not hispanic
💁🏾‍♀️,0.10242255097118581,hispanic
®,0.10272597047156938,hispanic
🇰🇼,0.11104482015736875,not hispanic
🇱🇧,0.11104482015736875,not hispanic
🏕,0.11104482015736875,not hispanic
⛏,0.12065965459445235,not hispanic
🏊🏻‍♂️,0.12065965459445235,not hispanic
👩‍🎤,0.12065965459445235,not hispanic
💪🏽,0.12681167528743603,hispanic
👩‍💻,0.13037183289810977,not hispanic
💒,0.13037183289810977,not hispanic
✊🏽,0.13677342519819335,hispanic
🌨,0.14015728563688507,not hispanic
🤵,0.14015728563688507,not hispanic
👥,0.14015728563688507,not hispanic
🥅,0.14478982922053202,hispanic
🚨,0.14695805256802127,hispanic
🔐,0.14999472128261518,not hispanic
🎖,0.14999472128261518,not hispanic
🖊,0.1796419915479062,not hispanic
📲,0.1849011017718558,not hispanic
💑,0.18952070824511644,hispanic
🇹🇷,0.19235724424822076,hispanic
🏅,0.19290398596288647,hispanic
😵,0.1946842036658264,hispanic
🇨🇭,0.19937760841039354,not hispanic
💃🏾,0.20555537868949555,hispanic
🎁,0.2138786424978419,hispanic
🔍,0.21898823716304672,not hispanic
🎡,0.21898823716304672,not hispanic
📋,0.21898823716304672,not hispanic
🙅🏾‍♀️,0.22250760278468074,hispanic
👭,0.2250091812033642,hispanic
🤲🏽,0.22872611021109676,not hispanic
🤗,0.23368504102755122,hispanic
👨‍🍳,0.23841018834616778,not hispanic
🚪,0.24803497303465252,not hispanic
🛬,0.2575957450298666,not hispanic
🏥,0.2575957450298666,not hispanic
⛺,0.2760929491739833,hispanic
🚴,0.276720873150776,hispanic
👏🏽,0.2778864798243452,hispanic
😊,0.2790971022356426,not hispanic
🏹,0.2858566861786526,not hispanic
🗺,0.2951268949850339,not hispanic
🥗,0.298474913671297,hispanic
🍲,0.30431840270830535,not hispanic
🎅,0.30431840270830535,not hispanic
🤷🏿‍♀️,0.3134296131849406,not hispanic
🕰,0.3224592620695409,not hispanic
👸🏻,0.33565562210034744,hispanic
🥓,0.3456579984976872,hispanic
🥩,0.345672418705367,hispanic
🥢,0.3490503911404399,not hispanic
🇦🇹,0.3577465211913693,not hispanic
😪,0.35952322565199696,hispanic
🍻,0.3661911226450552,hispanic
👸,0.39169103175266207,not hispanic
📷,0.39421706545100227,not hispanic
🤧,0.4280900540305325,not hispanic
🐍,0.4398262145351727,hispanic
👮,0.4401276361943548,not hispanic
™,0.47880277724681586,not hispanic
🖕🏼,0.48105487492691035,hispanic
👰,0.48571825527281165,not hispanic
🙋‍♀️,0.4919712249844943,hispanic
😉,0.49785909051661537,not hispanic
🇵🇹,0.5223373219359471,hispanic
📩,0.5355661334949301,not hispanic
👗,0.5424113165223818,not hispanic
💋,0.5541660521337682,not hispanic
🙄,0.5639773631577812,hispanic
🤚🏻,0.5756642037698663,not hispanic
🤞🏽,0.5762235654964124,hispanic
🙌🏼,0.5867564014433085,hispanic
🙏🏼,0.5877125536390546,hispanic
🎞,0.5948706924207212,not hispanic
🍕,0.6096598908100606,hispanic
ℹ,0.6257161511629963,not hispanic
👋🏽,0.6325504008810943,hispanic
🗳,0.644231853196783,hispanic
🚂,0.6588873821155581,hispanic
🍳,0.6604944781919626,hispanic
😎,0.6745620538821531,not hispanic
👍🏻,0.6849162526009287,not hispanic
☺,0.6916007571515239,not hispanic
😔,0.7030006897702319,hispanic
🌱,0.7095171989181095,not hispanic
🎭,0.7177133593794769,not hispanic
🎧,0.7213607770701593,not hispanic
🎨,0.7227432846159165,not hispanic
✨,0.7268141139937265,hispanic
😿,0.7349674611100381,hispanic
📹,0.7418192575729556,not hispanic
👊🏼,0.742698060240809,hispanic
🎥,0.7518949018684761,not hispanic
🎓,0.7596801829485014,hispanic
🌞,0.7619712273987368,hispanic
😗,0.7625362145075378,hispanic
🤷🏾‍♂️,0.7651361401483353,not hispanic
🏝,0.7658919218694183,not hispanic
😧,0.7674696175554659,hispanic
⛳,0.7782027791746212,not hispanic
🕊,0.7804622717877239,not hispanic
🙏🏽,0.8034513172879278,hispanic
📸,0.8252649044806415,not hispanic
🤜,0.827054599723394,not hispanic
🆔,0.835489484988579,not hispanic
😝,0.8368184895516377,not hispanic
🤳,0.8410858947183242,not hispanic
😭,0.8435715929300088,hispanic
☮,0.8440103432240518,not hispanic
💁🏽‍♀️,0.8464023797558928,hispanic
📰,0.8464607874346972,not hispanic
♀,0.8464607874346972,not hispanic
💁‍♀️,0.8477439292686385,hispanic
🙏🏻,0.8490338775634866,hispanic
🍃,0.8513323301585334,hispanic
👍🏼,0.8515414942020239,not hispanic
💕,0.8531297016293853,not hispanic
👉🏼,0.8538548637707183,not hispanic
🖥,0.8538548637707183,not hispanic
✋🏻,0.8550934704140503,not hispanic
👉,0.856297748230543,not hispanic
⚡,0.8573814252423644,not hispanic
✍🏼,0.8613134905378312,not hispanic
🎬,0.8698614070044741,not hispanic
💉,0.8707292367665446,not hispanic
📱,0.877378008149577,hispanic
🏡,0.8789711552276099,not hispanic
🌎,0.8790738673800047,hispanic
📖,0.879629536854317,not hispanic
😺,0.8809002987064175,not hispanic
✍,0.8815230403796703,not hispanic
🎮,0.8815230403796703,not hispanic
📝,0.8816604950763429,not hispanic
🌏,0.8863817176778053,not hispanic
🇧🇷,0.8877258680794979,not hispanic
🔱,0.8879351943004316,not hispanic
🇯🇵,0.8892232079157548,not hispanic
☘,0.8968692633791532,hispanic
📆,0.8969905964271032,not hispanic
🤦‍♂️,0.8971464006021392,hispanic
🍌,0.8976618076512558,not hispanic
🤷🏾‍♀️,0.8979143731359968,hispanic
🇬🇧,0.899460587255784,not hispanic
🏀,0.8998240394426313,hispanic
⛰,0.9022064898268167,not hispanic
🙇🏾‍♀️,0.9035151924998993,not hispanic
🔞,0.9082431752703394,not hispanic
📈,0.9082431752703394,not hispanic
🤙,0.9082431752703394,not hispanic
⚓,0.9087690028274462,not hispanic
💬,0.9087690028274462,not hispanic
🥦,0.9100872190916255,not hispanic
🗝,0.9101926500039422,not hispanic
⏱,0.9114073463520836,not hispanic
🛍,0.9114073463520836,not hispanic
📽,0.9114882933684905,not hispanic
🍉,0.9120361848837257,hispanic
🗽,0.9127293873775006,not hispanic
🇷🇺,0.9140533449405658,not hispanic
💪🏼,0.914211402442117,not hispanic
💯,0.9149266272787111,hispanic
🌝,0.9153552445851514,not hispanic
🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.9153808198027646,hispanic
🎹,0.9159967314326037,not hispanic
🐻,0.9171395968806455,not hispanic
✌🏼,0.9191032989089206,hispanic
🎆,0.9193683961637263,not hispanic
✅,0.9196637386618011,hispanic
👫,0.920701978146087,not hispanic
🌍,0.9210669021293166,not hispanic
💄,0.9210960937910705,not hispanic
💪🏻,0.9214840479740548,not hispanic
📮,0.9220374933867429,not hispanic
🌼,0.9229926783438792,not hispanic
🏰,0.9247143348506532,not hispanic
🏊‍♂️,0.9247143348506532,not hispanic
☕,0.9253598993584901,not hispanic
🐛,0.9260556666879088,not hispanic
🥧,0.9273989430114737,not hispanic
💻,0.9280066413745965,not hispanic
🚘,0.9287441666385199,not hispanic
‼,0.9292856630389371,not hispanic
🖋,0.930091340390298,not hispanic
🤨,0.9309860528337031,hispanic
🥘,0.9314404670921438,not hispanic
💼,0.9314404670921438,not hispanic
🔌,0.9314404670921438,not hispanic
👙,0.9323378045608075,not hispanic
👰🏻,0.9327915495734841,not hispanic
😯,0.9329404816926651,not hispanic
🍨,0.9341445906678424,not hispanic
🎢,0.9347878020662796,not hispanic
🎇,0.9354995932128448,not hispanic
✌,0.935888853800304,not hispanic
🐮,0.9368565600502264,not hispanic
💁🏼,0.9368565600502264,not hispanic
😦,0.9372187328097132,not hispanic
🤷🏽‍♀️,0.937705943188986,hispanic
🧢,0.9382154940258366,not hispanic
🔚,0.9382154940258366,not hispanic
🤚,0.9382154940258366,not hispanic
🍂,0.9384246653750549,not hispanic
🐥,0.9395763979896455,not hispanic
🥛,0.9395763979896455,not hispanic
➡,0.9397394913219903,not hispanic
🤙🏿,0.9409392747957499,not hispanic
🍴,0.9420202840589355,not hispanic
🐲,0.9423041273023786,not hispanic
🚓,0.942614576765024,not hispanic
🌲,0.942614576765024,not hispanic
🍊,0.9434126570512762,hispanic
👰🏼,0.9450397708708245,not hispanic
💁‍♂️,0.9450397708708245,not hispanic
🧘‍♀️,0.9450397708708245,not hispanic
🙋🏻‍♀️,0.9453663560274389,hispanic
🧠,0.9455654408042555,not hispanic
😸,0.9456774552806754,not hispanic
👌🏻,0.9462038144090467,not hispanic
⌛,0.9464105676698162,not hispanic
🏙,0.9464105676698162,not hispanic
👞,0.9464105676698162,not hispanic
✋🏼,0.9464105676698162,not hispanic
🏃‍♀️,0.9473189801999324,not hispanic
🖌,0.9477833516436937,not hispanic
☃,0.9477833516436937,not hispanic
🔬,0.9477833516436937,not hispanic
👢,0.9477833516436938,not hispanic
🏃‍♂️,0.949059312426719,not hispanic
🌻,0.9493588927300697,not hispanic
🇬🇷,0.9502119985846036,not hispanic
😃,0.950297219733175,not hispanic
✝,0.9505348926362006,not hispanic
🤲,0.9505348926362006,not hispanic
💁🏻,0.9505348926362006,not hispanic
🙆🏻‍♂️,0.9505348926362006,not hispanic
🥑,0.9507860353756337,not hispanic
😓,0.951489937533649,not hispanic
🙋🏼,0.9519136554253046,not hispanic
#️⃣,0.9519136554253046,not hispanic
🎒,0.9519136554253046,not hispanic
🧙‍♀️,0.9519136554253046,not hispanic
🆕,0.9519294184762432,not hispanic
👮‍♂️,0.9523886499616364,not hispanic
💅,0.9525570825373986,not hispanic
🍧,0.9532944169302556,not hispanic
⛪,0.9532944169302556,not hispanic
🇮🇹,0.9539661070351844,not hispanic
🧀,0.9539825794195076,hispanic
⏰,0.9543158981631945,not hispanic
🐂,0.9546771800467456,not hispanic
🔗,0.9546771800467456,not hispanic
